kingdom,scientificName,taxonID,vernacularName,references,language,license,rightsHolder,datasetID,datasetName,occurrenceStatus,nomenclaturalCode,order,phylum,genus,class,status,family
Animalia,Anergates atratulus,INBO_RL_ANT_2013_NONVAL_1,Woekermier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Anergates,Insecta,ACCEPTED,Formicidae
Animalia,Formica rufibarbis,INBO_RL_ANT_2013_NONVAL_10,Rode baardmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Formica sanguinea,INBO_RL_ANT_2013_NONVAL_11,Bloedrode roofmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Formica transkaucasica,INBO_RL_ANT_2013_NONVAL_12,Veenmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,SYNONYM,Formicidae
Animalia,Formicoxenus nitidulus,INBO_RL_ANT_2013_NONVAL_13,Glanzende gastmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formicoxenus,Insecta,ACCEPTED,Formicidae
Animalia,Hypoponera bondroiti,INBO_RL_ANT_2013_NONVAL_14,Ergatoïde staafmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Hypoponera,Insecta,ACCEPTED,Formicidae
Animalia,Hypoponera punctatissima,INBO_RL_ANT_2013_NONVAL_15,Tropische staafmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Hypoponera,Insecta,ACCEPTED,Formicidae
Animalia,Lasius brunneus,INBO_RL_ANT_2013_NONVAL_16,Boommier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius emarginatus,INBO_RL_ANT_2013_NONVAL_17,Muurmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius flavus,INBO_RL_ANT_2013_NONVAL_18,Gele weidemier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius fuliginosus,INBO_RL_ANT_2013_NONVAL_19,Glanzende houtmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Camponotus vagus,INBO_RL_ANT_2013_NONVAL_2,Zwarte reuzenmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Camponotus,Insecta,ACCEPTED,Formicidae
Animalia,Lasius jensi,INBO_RL_ANT_2013_NONVAL_20,Puntschubmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius meridionalis,INBO_RL_ANT_2013_NONVAL_21,Veldmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius mixtus,INBO_RL_ANT_2013_NONVAL_22,Wintermier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius myops,INBO_RL_ANT_2013_NONVAL_23,Kleinoogweidemier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius neglectus,INBO_RL_ANT_2013_NONVAL_24,Plaagmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius niger,INBO_RL_ANT_2013_NONVAL_25,Wegmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius platythorax,INBO_RL_ANT_2013_NONVAL_26,Humusmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius psammophilus,INBO_RL_ANT_2013_NONVAL_27,Buntgrasmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius sabularum,INBO_RL_ANT_2013_NONVAL_28,Breedschubmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Lasius umbratus,INBO_RL_ANT_2013_NONVAL_29,Schaduwmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Lasius,Insecta,ACCEPTED,Formicidae
Animalia,Formica cunicularia,INBO_RL_ANT_2013_NONVAL_3,Bruine renmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Leptothorax acervorum,INBO_RL_ANT_2013_NONVAL_30,Behaarde slankmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Leptothorax,Insecta,ACCEPTED,Formicidae
Animalia,Leptothorax affinis,INBO_RL_ANT_2013_NONVAL_31,Boomslankmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Leptothorax,Insecta,ACCEPTED,Formicidae
Animalia,Leptothorax muscorum,INBO_RL_ANT_2013_NONVAL_32,Mosslankmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Leptothorax,Insecta,ACCEPTED,Formicidae
Animalia,Leptothorax nylanderi,INBO_RL_ANT_2013_NONVAL_33,Bosslankmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Leptothorax,Insecta,ACCEPTED,Formicidae
Animalia,Monomorium pharaonis,INBO_RL_ANT_2013_NONVAL_34,Faraomier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Monomorium,Insecta,ACCEPTED,Formicidae
Animalia,Myrmecina graminicola,INBO_RL_ANT_2013_NONVAL_35,Oprolmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmecina,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica lonae,INBO_RL_ANT_2013_NONVAL_36,	Lepelsteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica microrubra,INBO_RL_ANT_2013_NONVAL_37,Gaststeekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica rubra,INBO_RL_ANT_2013_NONVAL_38,Gewone steekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica ruginodis,INBO_RL_ANT_2013_NONVAL_39,Bossteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Formica fusca,INBO_RL_ANT_2013_NONVAL_4,Grauwzwarte mier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica rugulosa,INBO_RL_ANT_2013_NONVAL_40,Kleine steekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica sabuleti,INBO_RL_ANT_2013_NONVAL_41,Zandsteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica scabrinodis,INBO_RL_ANT_2013_NONVAL_42,Moerassteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica schencki,INBO_RL_ANT_2013_NONVAL_43,Kokersteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica specioides,INBO_RL_ANT_2013_NONVAL_44,Duinsteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Myrmica sulcinodis,INBO_RL_ANT_2013_NONVAL_45,Heidesteekmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Myrmica,Insecta,ACCEPTED,Formicidae
Animalia,Polyergus rufescens,INBO_RL_ANT_2013_NONVAL_46,Amazonemier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Polyergus,Insecta,ACCEPTED,Formicidae
Animalia,Ponera coarctata,INBO_RL_ANT_2013_NONVAL_47,Gewone staafmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Ponera,Insecta,ACCEPTED,Formicidae
Animalia,Solenopsis fugax,INBO_RL_ANT_2013_NONVAL_48,Diefmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Solenopsis,Insecta,ACCEPTED,Formicidae
Animalia,Stenamma debile,INBO_RL_ANT_2013_NONVAL_49,Gewone drentelmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Stenamma,Insecta,ACCEPTED,Formicidae
Animalia,Formica lusatica,INBO_RL_ANT_2013_NONVAL_5,Duinrenmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Stenamma westwoodi,INBO_RL_ANT_2013_NONVAL_50,Engelse drentelmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Stenamma,Insecta,ACCEPTED,Formicidae
Animalia,Strongylognathus testaceus,INBO_RL_ANT_2013_NONVAL_51,Sabelmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Strongylognathus,Insecta,ACCEPTED,Formicidae
Animalia,Tapinoma ambiguum,INBO_RL_ANT_2013_NONVAL_52,Heidedraaigatje,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Tapinoma,Insecta,ACCEPTED,Formicidae
Animalia,Tapinoma erraticum,INBO_RL_ANT_2013_NONVAL_53,Mergeldraaigatje,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Tapinoma,Insecta,ACCEPTED,Formicidae
Animalia,Tetramorium caespitum,INBO_RL_ANT_2013_NONVAL_54,Zwarte zaadmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Tetramorium,Insecta,ACCEPTED,Formicidae
Animalia,Tetramorium impurum,INBO_RL_ANT_2013_NONVAL_55,Bruine zaadmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Tetramorium,Insecta,ACCEPTED,Formicidae
Animalia,Formica polyctena,INBO_RL_ANT_2013_NONVAL_6,Kale bosmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Formica pratensis,INBO_RL_ANT_2013_NONVAL_7,Zwartrugbosmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Formica rufa,INBO_RL_ANT_2013_NONVAL_8,Behaarde bosmier,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Hymenoptera,Arthropoda,Formica,Insecta,ACCEPTED,Formicidae
Animalia,Formica rufa x polyctena,INBO_RL_ANT_2013_NONVAL_9,hybride van Formica rufa-complex,Dekoninck_etal_2003,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,,,,,,
Animalia,Acrocephalus arundinaceus,INBO_RL_BIR_1999_NONVAL_1,Grote karekiet,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Acrocephalus,Aves,ACCEPTED,Acrocephalidae
Animalia,Botaurus stellaris,INBO_RL_BIR_1999_NONVAL_10,Roerdomp,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Pelecaniformes,Chordata,Botaurus,Aves,ACCEPTED,Ardeidae
Animalia,Caprimulgus europaeus,INBO_RL_BIR_1999_NONVAL_11,Nachtzwaluw,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Caprimulgiformes,Chordata,Caprimulgus,Aves,ACCEPTED,Caprimulgidae
Animalia,Carduelis spinus,INBO_RL_BIR_1999_NONVAL_12,Sijs,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Spinus,Aves,SYNONYM,Fringillidae
Animalia,Cettia cetti,INBO_RL_BIR_1999_NONVAL_13,Cetti’s zanger,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Cettia,Aves,ACCEPTED,Cettiidae
Animalia,Charadrius alexandrinus,INBO_RL_BIR_1999_NONVAL_14,Strandplevier,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Charadriiformes,Chordata,Charadrius,Aves,ACCEPTED,Charadriidae
Animalia,Charadrius hiaticula,INBO_RL_BIR_1999_NONVAL_15,Bontbekplevier,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Charadriiformes,Chordata,Charadrius,Aves,ACCEPTED,Charadriidae
Animalia,Chlidonias niger,INBO_RL_BIR_1999_NONVAL_16,Zwarte stern,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Charadriiformes,Chordata,Chlidonias,Aves,ACCEPTED,Laridae
Animalia,Circus aeruginosus,INBO_RL_BIR_1999_NONVAL_17,Bruine kiekendief,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Accipitriformes,Chordata,Circus,Aves,ACCEPTED,Accipitridae
Animalia,Circus pygargus,INBO_RL_BIR_1999_NONVAL_18,Grauwe kiekendief,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Accipitriformes,Chordata,Circus,Aves,ACCEPTED,Accipitridae
Animalia,Coturnix coturnix,INBO_RL_BIR_1999_NONVAL_19,Kwartel,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Galliformes,Chordata,Coturnix,Aves,ACCEPTED,Phasianidae
Animalia,Acrocephalus schoenobaenus,INBO_RL_BIR_1999_NONVAL_2,Rietzanger,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Acrocephalus,Aves,ACCEPTED,Acrocephalidae
Animalia,Crex crex,INBO_RL_BIR_1999_NONVAL_20,Kwartelkoning,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Gruiformes,Chordata,Crex,Aves,ACCEPTED,Rallidae
Animalia,Delichon urbicum,INBO_RL_BIR_1999_NONVAL_21,Huiszwaluw,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Delichon,Aves,ACCEPTED,Hirundinidae
Animalia,Miliaria calandra,INBO_RL_BIR_1999_NONVAL_22,Grauwe gors,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Emberiza,Aves,SYNONYM,Emberizidae
Animalia,Emberiza citrinella,INBO_RL_BIR_1999_NONVAL_23,Geelgors,DevosAnselin_1999,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,to_be_completed,"Validated Red Lists Flanders Flanders, Belgium",present,ICZN,Passeriformes,Chordata,Emberiza,Aves,ACCEPTED,Emberizidae
