"kingdom","scientificName","taxonID","vernacularName","references","language","license","rightsHolder","datasetID","datasetName","occurrenceStatus","usageKey","rank","order","matchType","phylum","genus","class","confidence","synonym","status","family"
"Animalia","Triturus alpestris","INBO_RL_AMP_1996_NONVAL_6","Alpenwatersalamander","BauwensClaus_1996","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2431785,"SPECIES","Caudata","EXACT","Chordata","Ichthyosaura","Amphibia",98,TRUE,"SYNONYM","Salamandridae"
"Animalia","Triturus helveticus","INBO_RL_AMP_1996_NONVAL_7","Vinpootsalamander","BauwensClaus_1996","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2431911,"SPECIES","Caudata","EXACT","Chordata","Lissotriton","Amphibia",98,TRUE,"SYNONYM","Salamandridae"
"Animalia","Triturus vulgaris","INBO_RL_AMP_1996_NONVAL_8","Kleine watersalamander","BauwensClaus_1996","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2431895,"SPECIES","Caudata","EXACT","Chordata","Lissotriton","Amphibia",98,TRUE,"SYNONYM","Salamandridae"
"Animalia","Pelobates fuscus","INBO_RL_AMP_1996_NONVAL_9","Knoflookpad","BauwensClaus_1996","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2430567,"SPECIES","Anura","EXACT","Chordata","Pelobates","Amphibia",98,FALSE,"ACCEPTED","Pelobatidae"
"Animalia","Anergates atratulus","INBO_RL_ANT_2013_NONVAL_1","Woekermier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1314824,"SPECIES","Hymenoptera","EXACT","Arthropoda","Anergates","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica rufibarbis","INBO_RL_ANT_2013_NONVAL_10","Rode baardmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1315117,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica sanguinea","INBO_RL_ANT_2013_NONVAL_11","Bloedrode roofmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1315006,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica transkaucasica","INBO_RL_ANT_2013_NONVAL_12","Veenmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",6096906,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,TRUE,"SYNONYM","Formicidae"
"Animalia","Formicoxenus nitidulus","INBO_RL_ANT_2013_NONVAL_13","Glanzende gastmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1317464,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formicoxenus","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Hypoponera bondroiti","INBO_RL_ANT_2013_NONVAL_14","Ergato<ef>de staafmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1326640,"SPECIES","Hymenoptera","EXACT","Arthropoda","Hypoponera","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Hypoponera punctatissima","INBO_RL_ANT_2013_NONVAL_15","Tropische staafmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1326634,"SPECIES","Hymenoptera","EXACT","Arthropoda","Hypoponera","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius brunneus","INBO_RL_ANT_2013_NONVAL_16","Boommier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035823,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius emarginatus","INBO_RL_ANT_2013_NONVAL_17","Muurmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035813,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius flavus","INBO_RL_ANT_2013_NONVAL_18","Gele weidemier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035857,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius fuliginosus","INBO_RL_ANT_2013_NONVAL_19","Glanzende houtmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035850,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Camponotus vagus","INBO_RL_ANT_2013_NONVAL_2","Zwarte reuzenmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1313740,"SPECIES","Hymenoptera","EXACT","Arthropoda","Camponotus","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius jensi","INBO_RL_ANT_2013_NONVAL_20","Puntschubmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035863,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius meridionalis","INBO_RL_ANT_2013_NONVAL_21","Veldmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035788,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius mixtus","INBO_RL_ANT_2013_NONVAL_22","Wintermier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035862,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius myops","INBO_RL_ANT_2013_NONVAL_23","Kleinoogweidemier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035837,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius neglectus","INBO_RL_ANT_2013_NONVAL_24","Plaagmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",7358948,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius niger","INBO_RL_ANT_2013_NONVAL_25","Wegmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035785,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius platythorax","INBO_RL_ANT_2013_NONVAL_26","Humusmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035793,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius psammophilus","INBO_RL_ANT_2013_NONVAL_27","Buntgrasmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035767,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius sabularum","INBO_RL_ANT_2013_NONVAL_28","Breedschubmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035806,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Lasius umbratus","INBO_RL_ANT_2013_NONVAL_29","Schaduwmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035772,"SPECIES","Hymenoptera","EXACT","Arthropoda","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica cunicularia","INBO_RL_ANT_2013_NONVAL_3","Bruine renmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1314946,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Leptothorax acervorum","INBO_RL_ANT_2013_NONVAL_30","Behaarde slankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1323916,"SPECIES","Hymenoptera","EXACT","Arthropoda","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Leptothorax affinis","INBO_RL_ANT_2013_NONVAL_31","Boomslankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1323900,"SPECIES","Hymenoptera","EXACT","Arthropoda","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Leptothorax muscorum","INBO_RL_ANT_2013_NONVAL_32","Mosslankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1324105,"SPECIES","Hymenoptera","EXACT","Arthropoda","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Leptothorax nylanderi","INBO_RL_ANT_2013_NONVAL_33","Bosslankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1323853,"SPECIES","Hymenoptera","EXACT","Arthropoda","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Monomorium pharaonis","INBO_RL_ANT_2013_NONVAL_34","Faraomier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1314773,"SPECIES","Hymenoptera","EXACT","Arthropoda","Monomorium","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmecina graminicola","INBO_RL_ANT_2013_NONVAL_35","Oprolmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1315215,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmecina","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica lonae","INBO_RL_ANT_2013_NONVAL_36","Lepelsteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",4504403,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica microrubra","INBO_RL_ANT_2013_NONVAL_37","Gaststeekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",4504400,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica rubra","INBO_RL_ANT_2013_NONVAL_38","Gewone steekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318874,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica ruginodis","INBO_RL_ANT_2013_NONVAL_39","Bossteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318848,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica fusca","INBO_RL_ANT_2013_NONVAL_4","Grauwzwarte mier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1314881,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica rugulosa","INBO_RL_ANT_2013_NONVAL_40","Kleine steekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318789,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica sabuleti","INBO_RL_ANT_2013_NONVAL_41","Zandsteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318776,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica scabrinodis","INBO_RL_ANT_2013_NONVAL_42","Moerassteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318887,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica schencki","INBO_RL_ANT_2013_NONVAL_43","Kokersteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318870,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica specioides","INBO_RL_ANT_2013_NONVAL_44","Duinsteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5871110,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Myrmica sulcinodis","INBO_RL_ANT_2013_NONVAL_45","Heidesteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1318917,"SPECIES","Hymenoptera","EXACT","Arthropoda","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Polyergus rufescens","INBO_RL_ANT_2013_NONVAL_46","Amazonemier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1326343,"SPECIES","Hymenoptera","EXACT","Arthropoda","Polyergus","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Ponera coarctata","INBO_RL_ANT_2013_NONVAL_47","Gewone staafmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035388,"SPECIES","Hymenoptera","EXACT","Arthropoda","Ponera","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Solenopsis fugax","INBO_RL_ANT_2013_NONVAL_48","Diefmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",5035204,"SPECIES","Hymenoptera","EXACT","Arthropoda","Solenopsis","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Stenamma debile","INBO_RL_ANT_2013_NONVAL_49","Gewone drentelmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1316675,"SPECIES","Hymenoptera","EXACT","Arthropoda","Stenamma","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica lusatica","INBO_RL_ANT_2013_NONVAL_5","Duinrenmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",4504708,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Stenamma westwoodi","INBO_RL_ANT_2013_NONVAL_50","Engelse drentelmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1316667,"SPECIES","Hymenoptera","FUZZY","Arthropoda","Stenamma","Insecta",96,FALSE,"ACCEPTED","Formicidae"
"Animalia","Strongylognathus testaceus","INBO_RL_ANT_2013_NONVAL_51","Sabelmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1317691,"SPECIES","Hymenoptera","EXACT","Arthropoda","Strongylognathus","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Tapinoma ambiguum","INBO_RL_ANT_2013_NONVAL_52","Heidedraaigatje","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1316828,"SPECIES","Hymenoptera","EXACT","Arthropoda","Tapinoma","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Tapinoma erraticum","INBO_RL_ANT_2013_NONVAL_53","Mergeldraaigatje","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1316800,"SPECIES","Hymenoptera","EXACT","Arthropoda","Tapinoma","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Tetramorium caespitum","INBO_RL_ANT_2013_NONVAL_54","Zwarte zaadmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1323381,"SPECIES","Hymenoptera","EXACT","Arthropoda","Tetramorium","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Tetramorium impurum","INBO_RL_ANT_2013_NONVAL_55","Bruine zaadmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1323356,"SPECIES","Hymenoptera","EXACT","Arthropoda","Tetramorium","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica polyctena","INBO_RL_ANT_2013_NONVAL_6","Kale bosmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1315169,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica pratensis","INBO_RL_ANT_2013_NONVAL_7","Zwartrugbosmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1315144,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica rufa","INBO_RL_ANT_2013_NONVAL_8","Behaarde bosmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",1315132,"SPECIES","Hymenoptera","EXACT","Arthropoda","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae"
"Animalia","Formica rufa x polyctena","INBO_RL_ANT_2013_NONVAL_9","hybride van Formica rufa-complex","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",,,,"NONE",,,,100,FALSE,,
"Animalia","Acrocephalus arundinaceus","INBO_RL_BIR_1999_NONVAL_1","Grote karekiet","DevosAnselin_1999","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2493128,"SPECIES","Passeriformes","EXACT","Chordata","Acrocephalus","Aves",98,FALSE,"ACCEPTED","Acrocephalidae"
"Animalia","Botaurus stellaris","INBO_RL_BIR_1999_NONVAL_10","Roerdomp","DevosAnselin_1999","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2480910,"SPECIES","Pelecaniformes","EXACT","Chordata","Botaurus","Aves",98,FALSE,"ACCEPTED","Ardeidae"
"Animalia","Caprimulgus europaeus","INBO_RL_BIR_1999_NONVAL_11","Nachtzwaluw","DevosAnselin_1999","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",8109681,"SPECIES","Caprimulgiformes","EXACT","Chordata","Caprimulgus","Aves",98,FALSE,"ACCEPTED","Caprimulgidae"
"Animalia","Carduelis spinus","INBO_RL_BIR_1999_NONVAL_12","Sijs","DevosAnselin_1999","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2494701,"SPECIES","Passeriformes","EXACT","Chordata","Spinus","Aves",98,TRUE,"SYNONYM","Fringillidae"
"Animalia","Cettia cetti","INBO_RL_BIR_1999_NONVAL_13","Cetti<U+0092>s zanger","DevosAnselin_1999","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2493012,"SPECIES","Passeriformes","EXACT","Chordata","Cettia","Aves",98,FALSE,"ACCEPTED","Cettiidae"
"Animalia","Charadrius alexandrinus","INBO_RL_BIR_1999_NONVAL_14","Strandplevier","DevosAnselin_1999","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","present",2480311,"SPECIES","Charadriiformes","EXACT","Chordata","Charadrius","Aves",98,FALSE,"ACCEPTED","Charadriidae"
