"TaxonomicGroup";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"Speciesname";"UniqueID";"SpeciesnameDutch";"RLCAsPublished";"RLC_IUCN";"RLCEurope";"Criteria";"IUCNCriteria";"Biome";"Biotope1";"Biotope2";"Cuddliness";"Lifespan";"Mobility";"NutrientLevel";"Spine";"YearPublished";"Reference"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Pottiales";"Pottiaceae";"Protobryum";"bryoides";"Protobryum bryoides (Dicks.) J.Guerra & M.J.Cano";"Protobryum bryoides (Dicks.) J.Guerra & M.J.Cano";"INBO_RL_MOS_2017_VAL_280";"Gesloten kleimos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"PioneerVegetations";"";"NonCuddly";"Shortlived";"Mobile";"Eutrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Dicranales";"Ditrichaceae";"Pseudephemerum";"nitidum";"Pseudephemerum nitidum (Hedw.) Loeske";"Pseudephemerum nitidum (Hedw.) Loeske";"INBO_RL_MOS_2017_VAL_281";"Vals kortsteeltje";"Bedreigd";"EN";"";"IUCN";"A2c";"Terrestrial";"PioneerVegetations";"";"NonCuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Mniaceae";"Pseudobryum";"cinclidioides";"Pseudobryum cinclidioides (Huebener) T.J.Kop.";"Pseudobryum cinclidioides (Huebener) T.J.Kop.";"INBO_RL_MOS_2017_VAL_282";"Zwartsteelsterrenmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Woodlands";"Marshes";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Amblystegiaceae";"Pseudocalliergon";"lycopodioides";"Pseudocalliergon lycopodioides (Brid.) Hedenäs";"Pseudocalliergon lycopodioides (Brid.) Hedenäs";"INBO_RL_MOS_2017_VAL_283";"Wolfsklauwmos";"Bedreigd";"EN";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"SemiAquatic";"Marshes";;"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Pottiales";"Pottiaceae";"Pseudocrossidium";"hornschuchianum";"Pseudocrossidium hornschuchianum (Schultz) R.H.Zander";"Pseudocrossidium hornschuchianum (Schultz) R.H.Zander";"INBO_RL_MOS_2017_VAL_284";"Spits smaragdsteeltje";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Pottiales";"Pottiaceae";"Pseudocrossidium";"revolutum";"Pseudocrossidium revolutum (Brid.) R.H.Zander";"Pseudocrossidium revolutum (Brid.) R.H.Zander";"INBO_RL_MOS_2017_VAL_285";"Opgerold smaragdsteeltje";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Pseudoscleropodium";"purum";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";"INBO_RL_MOS_2017_VAL_286";"Groot laddermos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Eurytopic";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Plagiotheciaceae";"Pseudotaxiphyllum";"elegans";"Pseudotaxiphyllum elegans (Brid.) Z.Iwats.";"Pseudotaxiphyllum elegans (Brid.) Z.Iwats.";"INBO_RL_MOS_2017_VAL_287";"Gewoon pronkmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Pterygynandraceae";"Pterigynandrum";"filiforme";"Pterigynandrum filiforme Hedw.";"Pterigynandrum filiforme Hedw.";"INBO_RL_MOS_2017_VAL_288";"Stekeltjesmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Epiphytic";"Woodlands";"Shrubs";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Pottiales";"Pottiaceae";"Pterygoneurum";"ovatum";"Pterygoneurum ovatum (Hedw.) Dixon";"Pterygoneurum ovatum (Hedw.) Dixon";"INBO_RL_MOS_2017_VAL_289";"Kortstelig plaatjesmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"PioneerVegetations";;"NonCuddly";"Shortlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Bryaceae";"Bryum";"algovicum";"Bryum algovicum Sendtn. ex Müll.Hal.";"Bryum algovicum Sendtn. ex Müll.Hal.";"INBO_RL_MOS_2017_VAL_29";"Netknikmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Dunes";"Urban";"NonCuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Hypnaceae";"Ptilium";"crista-castrensis";"Ptilium crista-castrensis (Hedw.) De Not.";"Ptilium crista-castrensis (Hedw.) De Not.";"INBO_RL_MOS_2017_VAL_290";"Struisveermos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Hypnaceae";"Pylaisia";"polyantha";"Pylaisia polyantha (Hedw.) Schimp.";"Pylaisia polyantha (Hedw.) Schimp.";"INBO_RL_MOS_2017_VAL_291";"Boommos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"Shrubs";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Grimmiaceae";"Racomitrium";"aciculare";"Racomitrium aciculare (Hedw.) Brid.";"Racomitrium aciculare (Hedw.) Brid.";"INBO_RL_MOS_2017_VAL_292";"Oeverbisschopsmuts";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"SemiAquatic";"RunningWaters";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Grimmiaceae";"Racomitrium";"canescens";"Racomitrium canescens (Hedw.) Brid. s.l.";"Racomitrium canescens (Hedw.) Brid. s.l.";"INBO_RL_MOS_2017_VAL_293";"Zandbisschopsmuts";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"Grasslands";"Dunes";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Grimmiaceae";"Racomitrium";"heterostichum";"Racomitrium heterostichum (Hedw.) Brid.";"Racomitrium heterostichum (Hedw.) Brid.";"INBO_RL_MOS_2017_VAL_294";"Borstelige bisschopsmuts";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Grimmiaceae";"Racomitrium";"lanuginosum";"Racomitrium lanuginosum (Hedw.) Brid.";"Racomitrium lanuginosum (Hedw.) Brid.";"INBO_RL_MOS_2017_VAL_295";"Wollige bisschopsmuts";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Heathlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Mniaceae";"Rhizomnium";"punctatum";"Rhizomnium punctatum (Hedw.) T.J.Kop.";"Rhizomnium punctatum (Hedw.) T.J.Kop.";"INBO_RL_MOS_2017_VAL_296";"Gewoon viltsterrenmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Eurytopic";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Bryaceae";"Rhodobryum";"roseum";"Rhodobryum roseum (Hedw.) Limpr.";"Rhodobryum roseum (Hedw.) Limpr.";"INBO_RL_MOS_2017_VAL_297";"Gewoon rozetmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"Dunes";;"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Rhynchostegiella";"curviseta";"Rhynchostegiella curviseta (Brid.) Limpr.";"Rhynchostegiella curviseta (Brid.) Limpr.";"INBO_RL_MOS_2017_VAL_298";"Dwergsnavelmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"SemiAquatic";"Urban";;"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Rhynchostegiella";"tenella";"Rhynchostegiella tenella (Dicks.) Limpr.";"Rhynchostegiella tenella (Dicks.) Limpr.";"INBO_RL_MOS_2017_VAL_299";"Slank snavelmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Urban";;"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Pottiales";"Pottiaceae";"Aloina";"aloides";"Aloina aloides (Koch ex Schultz) Kindb.";"Aloina aloides (Koch ex Schultz) Kindb.";"INBO_RL_MOS_2017_VAL_3";"Gewoon aloëmos";"Kwetsbaar";"VU";"";"IUCN";"A2c";"Terrestrial";"PioneerVegetations";"Agriculture";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Bryaceae";"Bryum";"alpinum";"Bryum alpinum Huds. ex With.";"Bryum alpinum Huds. ex With.";"INBO_RL_MOS_2017_VAL_30";"Prachtknikmos";"Regionaal uitgestorven";"RE";"";"IUCN";"";"Terrestrial";"Heathlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Rhynchostegiella";"teneriffae";"Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman";"Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman";"INBO_RL_MOS_2017_VAL_300";"Spatsnavelmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"SemiAquatic";"RunningWaters";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Rhynchostegium";"confertum";"Rhynchostegium confertum (Dicks.) Schimp.";"Rhynchostegium confertum (Dicks.) Schimp.";"INBO_RL_MOS_2017_VAL_301";"Boomsnavelmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Eurytopic";"";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Rhynchostegium";"megapolitanum";"Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.";"Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.";"INBO_RL_MOS_2017_VAL_302";"Duinsnavelmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Dunes";;"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Rhynchostegium";"murale";"Rhynchostegium murale (Hedw.) Schimp.";"Rhynchostegium murale (Hedw.) Schimp.";"INBO_RL_MOS_2017_VAL_303";"Muursnavelmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Hylocomiaceae";"Rhytidiadelphus";"loreus";"Rhytidiadelphus loreus (Hedw.) Warnst.";"Rhytidiadelphus loreus (Hedw.) Warnst.";"INBO_RL_MOS_2017_VAL_304";"Riempjesmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Hylocomiaceae";"Rhytidiadelphus";"squarrosus";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";"INBO_RL_MOS_2017_VAL_305";"Gewoon haakmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Eurytopic";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Hylocomiaceae";"Rhytidiadelphus";"triquetrus";"Rhytidiadelphus triquetrus (Hedw.) Warnst.";"Rhytidiadelphus triquetrus (Hedw.) Warnst.";"INBO_RL_MOS_2017_VAL_306";"Pluimstaartmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"Dunes";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Hylocomiaceae";"Rhytidium";"rugosum";"Rhytidium rugosum (Hedw.) Kindb.";"Rhytidium rugosum (Hedw.) Kindb.";"INBO_RL_MOS_2017_VAL_307";"Buizerdmos";"Ernstig bedreigd";"CR";"";"IUCN";"B2a(ii)b(iv);D2";"Terrestrial";"Dunes";"Grasslands";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Amblystegiaceae";"Sanionia";"uncinata";"Sanionia uncinata (Hedw.) Loeske";"Sanionia uncinata (Hedw.) Loeske";"INBO_RL_MOS_2017_VAL_308";"Geplooid sikkelmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"Shrubs";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Grimmiaceae";"Schistidium";"apocarpum";"Schistidium apocarpum (Hedw.) Bruch & Schimp. s.l.";"Schistidium apocarpum (Hedw.) Bruch & Schimp. s.l.";"INBO_RL_MOS_2017_VAL_309";"Muurachterlichtmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Bryaceae";"Bryum";"archangelicum";"Bryum archangelicum Bruch & Schimp.";"Bryum archangelicum Bruch & Schimp.";"INBO_RL_MOS_2017_VAL_31";"Ongewimperd knikmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"PioneerVegetations";"Dunes";"NonCuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Grimmiaceae";"Schistidium";"rivulare";"Schistidium rivulare (Brid.) Podp.";"Schistidium rivulare (Brid.) Podp.";"INBO_RL_MOS_2017_VAL_310";"Beekachterlichtmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"SemiAquatic";"RunningWaters";"";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Sciuro-hypnum";"oedipodium";"Sciuro-hypnum oedipodium (Mitt.) Ignatov & Huttunen";"Sciuro-hypnum oedipodium (Mitt.) Ignatov & Huttunen";"INBO_RL_MOS_2017_VAL_311";"Ijl dikkopmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Sciuro-hypnum";"plumosum";"Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen";"Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen";"INBO_RL_MOS_2017_VAL_312";"Oeverdikkopmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"StandingWaters";"RunningWaters";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Sciuro-hypnum";"populeum";"Sciuro-hypnum populeum (Hedw.) Ignatov & Huttunen";"Sciuro-hypnum populeum (Hedw.) Ignatov & Huttunen";"INBO_RL_MOS_2017_VAL_313";"Penseeldikkopmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"Urban";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Sciuro-hypnum";"reflexum";"Sciuro-hypnum reflexum (Starke) Ignatov & Huttunen";"Sciuro-hypnum reflexum (Starke) Ignatov & Huttunen";"INBO_RL_MOS_2017_VAL_314";"Gekromd dikkopmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"Shrubs";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Scleropodium";"cespitans";"Scleropodium cespitans (Wilson ex Müll.Hal.) L.F.Koch.";"Scleropodium cespitans (Wilson ex Müll.Hal.) L.F.Koch.";"INBO_RL_MOS_2017_VAL_315";"Vossenstaartmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Epiphytic";"Woodlands";"Shrubs";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Pottiales";"Pottiaceae";"Scopelophila";"cataractae";"Scopelophila cataractae (Mitt.) Broth.";"Scopelophila cataractae (Mitt.) Broth.";"INBO_RL_MOS_2017_VAL_316";"Ongezoomd ertsmos";"Niet geëvalueerd";"NE";"";"IUCN";"";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Amblystegiaceae";"Scorpidium";"cossonii";"Scorpidium cossonii (Schimp.) Hedenäs";"Scorpidium cossonii (Schimp.) Hedenäs";"INBO_RL_MOS_2017_VAL_317";"Groen schorpioenmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"Marshes";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Amblystegiaceae";"Scorpidium";"revolvens";"Scorpidium revolvens (Sw. ex anon.) Rubers";"Scorpidium revolvens (Sw. ex anon.) Rubers";"INBO_RL_MOS_2017_VAL_318";"Purper schorpioenmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Marshes";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Amblystegiaceae";"Scorpidium";"scorpioides";"Scorpidium scorpioides (Hedw.) Limpr.";"Scorpidium scorpioides (Hedw.) Limpr.";"INBO_RL_MOS_2017_VAL_319";"Rood schorpioenmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"SemiAquatic";"Marshes";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Bryales";"Bryaceae";"Bryum";"argenteum";"Bryum argenteum Hedw.";"Bryum argenteum Hedw.";"INBO_RL_MOS_2017_VAL_32";"Zilvermos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Brachytheciaceae";"Scorpiurium";"circinatum";"Scorpiurium circinatum (Bruch) M.Fleisch. & Loeske";"Scorpiurium circinatum (Bruch) M.Fleisch. & Loeske";"INBO_RL_MOS_2017_VAL_320";"Boogtakmos";"Regionaal uitgestorven";"RE";"";"IUCN";"";"Terrestrial";"Dunes";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Grimmiales";"Seligeriaceae";"Seligeria";"calcarea";"Seligeria calcarea (Hedw.) Bruch & Schimp.";"Seligeria calcarea (Hedw.) Bruch & Schimp.";"INBO_RL_MOS_2017_VAL_321";"Mergelpenseelmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Urban";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Bryopsida";"Hypnales";"Sematophyllaceae";"Sematophyllum";"substrumulosum";"Sematophyllum substrumulosum (Hampe) E.Britton";"Sematophyllum substrumulosum (Hampe) E.Britton";"INBO_RL_MOS_2017_VAL_322";"Schorsdekmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Sphagnopsida";"Sphagnales";"Sphagnaceae";"Sphagnum";"affine";"Sphagnum affine Renauld & Cardot";"Sphagnum affine Renauld & Cardot";"INBO_RL_MOS_2017_VAL_323";"Kamveenmos";"Regionaal uitgestorven";"RE";"";"IUCN";"";"Terrestrial";"Heathlands";;"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Sphagnopsida";"Sphagnales";"Sphagnaceae";"Sphagnum";"angustifolium";"Sphagnum angustifolium (C.E.O.Jensen ex Russow) C.E.O.Jensen";"Sphagnum angustifolium (C.E.O.Jensen ex Russow) C.E.O.Jensen";"INBO_RL_MOS_2017_VAL_324";"Smalbladig veenmos";"Ernstig bedreigd";"CR";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Marshes";"Woodlands";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Sphagnopsida";"Sphagnales";"Sphagnaceae";"Sphagnum";"auriculatum";"Sphagnum auriculatum Schimp.";"Sphagnum auriculatum Schimp.";"INBO_RL_MOS_2017_VAL_325";"Geoord veenmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Heathlands";"Marshes";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Sphagnopsida";"Sphagnales";"Sphagnaceae";"Sphagnum";"capillifolium";"Sphagnum capillifolium (Ehrh.) Hedw.";"Sphagnum capillifolium (Ehrh.) Hedw.";"INBO_RL_MOS_2017_VAL_326";"Stijf veenmos";"Kwetsbaar";"VU";"";"IUCN";"A2c;B2a(ii)b(iv);D2";"Terrestrial";"Heathlands";"Marshes";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Sphagnopsida";"Sphagnales";"Sphagnaceae";"Sphagnum";"compactum";"Sphagnum compactum Lam. & DC.";"Sphagnum compactum Lam. & DC.";"INBO_RL_MOS_2017_VAL_327";"Kussentjesveenmos";"Momenteel niet in gevaar";"LC";"";"IUCN";"";"Terrestrial";"Heathlands";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
"Mosses";"Plantae";"Bryophyta";"Sphagnopsida";"Sphagnales";"Sphagnaceae";"Sphagnum";"contortum";"Sphagnum contortum Schultz";"Sphagnum contortum Schultz";"INBO_RL_MOS_2017_VAL_328";"Trilveenveenmos";"Kwetsbaar";"VU";"";"IUCN";"D2";"Terrestrial";"Marshes";"";"NonCuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2017.00;"VanLanduytDeBeer_2017"
