"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","UniqueID","TaxonomicGroup","YearPublished","Kingdom","scientificName1","vernacularName","RLCAsPublished","RLC","RLCEurope","Criteria","Reference","license","rightsHolder","accessRights","datasetName","locationID","locality","countryCode","occurrencestatus","threadStatus"
5248801,"Lactarius trivialis (Fr.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,FALSE,"ACCEPTED","Russulaceae","INBO:RL:NONVAL:FUN:1999:2907","Macrofungi",1999,"Fungi","Lactarius trivialis","Forse melkzwam","Bedreigd","EN",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
5462809,"Lactarius utilis (Weinm.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,TRUE,"SYNONYM","Russulaceae","INBO:RL:NONVAL:FUN:1999:2908","Macrofungi",1999,"Fungi","Lactarius utilis",,"Kwetsbaar","VU",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
5248638,"Lactarius uvidus (Fr.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,FALSE,"ACCEPTED","Russulaceae","INBO:RL:NONVAL:FUN:1999:2909","Macrofungi",1999,"Fungi","Lactarius uvidus","Violetvlekkende melkzwam","Met uitsterven bedreigd","CR",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
8868027,"Lactarius vellereus (Fr.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,FALSE,"ACCEPTED","Russulaceae","INBO:RL:NONVAL:FUN:1999:2910","Macrofungi",1999,"Fungi","Lactarius vellereus","Schaapje","Achteruitgaand","NT",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
9171835,"Lactarius vietus (Fr.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,FALSE,"ACCEPTED","Russulaceae","INBO:RL:NONVAL:FUN:1999:2911","Macrofungi",1999,"Fungi","Lactarius vietus","Roodgrijze melkzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5248803,"Lactarius volemus (Fr.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,FALSE,"ACCEPTED","Russulaceae","INBO:RL:NONVAL:FUN:1999:2912","Macrofungi",1999,"Fungi","Lactarius volemus","Vissige melkzwam","Uitgestorven in Vlaanderen","RE",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX) in Flanders"
5248643,"Lactarius zonarius (Bull.) Fr.","SPECIES","Russulales","EXACT","Basidiomycota","Fungi","Lactarius","Agaricomycetes",98,FALSE,"ACCEPTED","Russulaceae","INBO:RL:NONVAL:FUN:1999:2913","Macrofungi",1999,"Fungi","Lactarius zonarius","Fijngegordelde melkzwam","Waarschijnlijk bedreigd","DD(PT)",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
2536062,"Langermannia gigantea (Batsch) Rostk.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Calvatia","Agaricomycetes",98,TRUE,"SYNONYM","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2914","Macrofungi",1999,"Fungi","Langermannia gigantea","Reuzenbovist","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2524513,"Leccinum aurantiacum Gray","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",97,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2915","Macrofungi",1999,"Fungi","Leccinum aurantiacum","Rosse populierboleet","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2524595,"Leccinum avellaneum (J.Blum) Bon","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2916","Macrofungi",1999,"Fungi","Leccinum avellaneum",,"Zeldzaam","NT",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
2524561,"Leccinum brunneogriseolum Lannoy & Estadès","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2917","Macrofungi",1999,"Fungi","Leccinum brunneogriseolum",,"Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2524567,"Leccinum carpini (R.Schulz) M.M.Moser ex D.A.Reid","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",97,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2918","Macrofungi",1999,"Fungi","Leccinum carpini","Haagbeukboleet","Bedreigd","EN",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
2524600,"Leccinum crocipodium (Letell.) Watling","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinellum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2919","Macrofungi",1999,"Fungi","Leccinum crocipodium",,"Met uitsterven bedreigd","CR",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
8562027,"Leccinum duriusculum (Schulzer ex Kalchbr.) Singer","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2920","Macrofungi",1999,"Fungi","Leccinum duriusculum","Harde populierboleet","Bedreigd","EN",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
2524503,"Leccinum holopus (Rostk.) Watling","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",97,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2921","Macrofungi",1999,"Fungi","Leccinum holopus","Witte berkenboleet","Waarschijnlijk bedreigd","DD(PT)",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
2524585,"Leccinum molle (Bon) Bon, 1989","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2922","Macrofungi",1999,"Fungi","Leccinum molle",,"Onvoldoende gekend","DD",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
2524509,"Leccinum nucatum Lannoy & Estadès","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2923","Macrofungi",1999,"Fungi","Leccinum nucatum",,"Onvoldoende gekend","DD",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
2524596,"Leccinum olivaceosum Lannoy & Estadès","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2924","Macrofungi",1999,"Fungi","Leccinum olivaceosum",,"Onvoldoende gekend","DD",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
2524550,"Leccinum pulchrum Lannoy & Estadès, 1991","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2925","Macrofungi",1999,"Fungi","Leccinum pulchrum",,"Onvoldoende gekend","DD",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
8142395,"Leccinum quercinum (Pilát) E.E.Green & Watling, 1969","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",97,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2926","Macrofungi",1999,"Fungi","Leccinum quercinum","Eikenboleet","Waarschijnlijk bedreigd","DD(PT)",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
2524535,"Leccinum rigidipes P.D.Orton, 1988","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2927","Macrofungi",1999,"Fungi","Leccinum rigidipes",,"Onvoldoende gekend","DD",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
2524549,"Leccinum roseofractum Watling, 1968","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,TRUE,"SYNONYM","Boletaceae","INBO:RL:NONVAL:FUN:1999:2928","Macrofungi",1999,"Fungi","Leccinum roseofractum","Donkerbruine berkenboleet","Waarschijnlijk bedreigd","DD(PT)",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
9141390,"Leccinum scabrum (Bull.) Gray","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2929","Macrofungi",1999,"Fungi","Leccinum scabrum s.s.","Gewone berkenboleet","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2524553,"Leccinum variicolor Watling","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2930","Macrofungi",1999,"Fungi","Leccinum variicolor","Bonte berkenboleet","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2524490,"Leccinum versipelle (Fr. & Hök) Snell","SPECIES","Boletales","EXACT","Basidiomycota","Fungi","Leccinum","Agaricomycetes",98,FALSE,"ACCEPTED","Boletaceae","INBO:RL:NONVAL:FUN:1999:2931","Macrofungi",1999,"Fungi","Leccinum versipelle","Oranje berkenboleet","Kwetsbaar","VU",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2547267,"Lentinus conchatus (Bull.) J.Schröt.","SPECIES","Polyporales","EXACT","Basidiomycota","Fungi","Panus","Agaricomycetes",97,TRUE,"SYNONYM","Polyporaceae","INBO:RL:NONVAL:FUN:1999:2932","Macrofungi",1999,"Fungi","Lentinus conchatus","Trechtertaaiplaat","Kwetsbaar","VU",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2545389,"Lentinus cyathiformis (Schaeff.) Bres., 1929","SPECIES","Polyporales","EXACT","Basidiomycota","Fungi","Neolentinus","Agaricomycetes",98,TRUE,"SYNONYM","Polyporaceae","INBO:RL:NONVAL:FUN:1999:2933","Macrofungi",1999,"Fungi","Lentinus cyathiformis","Korrelige taaiplaat","Kwetsbaar","VU",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2548859,"Lentinus lepideus (Fr.) Fr.","SPECIES","Polyporales","EXACT","Basidiomycota","Fungi","Neolentinus","Agaricomycetes",98,TRUE,"SYNONYM","Polyporaceae","INBO:RL:NONVAL:FUN:1999:2934","Macrofungi",1999,"Fungi","Lentinus lepideus","Schubbige taaiplaat","Bedreigd","EN",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
9154166,"Lentinus tigrinus (Bull.) Fr.","SPECIES","Polyporales","EXACT","Basidiomycota","Fungi","Lentinus","Agaricomycetes",98,FALSE,"ACCEPTED","Polyporaceae","INBO:RL:NONVAL:FUN:1999:2935","Macrofungi",1999,"Fungi","Lentinus tigrinus","Tijgertaaiplaat","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2577646,"Leotia lubrica (Scop.) Pers.","SPECIES","Helotiales","EXACT","Ascomycota","Fungi","Leotia","Leotiomycetes",98,FALSE,"ACCEPTED","Leotiaceae","INBO:RL:NONVAL:FUN:1999:2936","Macrofungi",1999,"Fungi","Leotia lubrica","Groene glibberzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5452735,"Limacella glioderma (Fr.) Maire","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Limacella","Agaricomycetes",98,TRUE,"SYNONYM","Amanitaceae","INBO:RL:NONVAL:FUN:1999:2937","Macrofungi",1999,"Fungi","Limacella glioderma","Oranjebruine kleefparasol","Zeldzaam","NT",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5240198,"Limacella guttata (Pers.) Konrad & Maubl.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Limacella","Agaricomycetes",98,FALSE,"ACCEPTED","Amanitaceae","INBO:RL:NONVAL:FUN:1999:2938","Macrofungi",1999,"Fungi","Limacella guttata","Grote kleefparasol","Zeldzaam","NT",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5240206,"Limacella ochraceolutea P.D.Orton","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Limacella","Agaricomycetes",98,FALSE,"ACCEPTED","Amanitaceae","INBO:RL:NONVAL:FUN:1999:2939","Macrofungi",1999,"Fungi","Limacella ochraceolutea","Gele kleefparasol","Zeldzaam","NT",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5243255,"Lycoperdon echinatum Pers.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",97,FALSE,"ACCEPTED","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2940","Macrofungi",1999,"Fungi","Lycoperdon echinatum","Stekelige stuifzwam","Waarschijnlijk bedreigd","DD(PT)",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
5243212,"Lycoperdon foetidum Bonord.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",98,TRUE,"SYNONYM","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2941","Macrofungi",1999,"Fungi","Lycoperdon foetidum","Zwartwordende stuifzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5243225,"Lycoperdon lividum Pers.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",98,FALSE,"ACCEPTED","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2942","Macrofungi",1999,"Fungi","Lycoperdon lividum","Melige stuifzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5243240,"Lycoperdon molle Pers.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",98,FALSE,"ACCEPTED","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2943","Macrofungi",1999,"Fungi","Lycoperdon molle","Zachtstekelige stuifzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5243258,"Lycoperdon perlatum Pers.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",98,FALSE,"ACCEPTED","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2944","Macrofungi",1999,"Fungi","Lycoperdon perlatum","Parelstuifzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5243232,"Lycoperdon pyriforme Schaeff.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",98,FALSE,"ACCEPTED","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2945","Macrofungi",1999,"Fungi","Lycoperdon pyriforme","Peervormige stuifzwam","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5243243,"Lycoperdon umbrinum Pers.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Lycoperdon","Agaricomycetes",98,FALSE,"ACCEPTED","Agaricaceae","INBO:RL:NONVAL:FUN:1999:2946","Macrofungi",1999,"Fungi","Lycoperdon umbrinum","Donkerbruine stuifzwam","Kwetsbaar","VU",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2537876,"Marasmiellus candidus (Bolton) Singer","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Marasmiellus","Agaricomycetes",98,FALSE,"ACCEPTED","Omphalotaceae","INBO:RL:NONVAL:FUN:1999:2947","Macrofungi",1999,"Fungi","Marasmiellus candidus","Wit ruitertje","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2538106,"Marasmiellus foetidus (Sowerby) Antonín, Halling & Noordel.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Gymnopus","Agaricomycetes",98,TRUE,"SYNONYM","Omphalotaceae","INBO:RL:NONVAL:FUN:1999:2948","Macrofungi",1999,"Fungi","Marasmiellus foetidus","Takjesstinktaailing","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2527339,"Marasmiellus ornatissimus Noordel. & Barkman","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Resinomycena","Agaricomycetes",98,TRUE,"SYNONYM","Mycenaceae","INBO:RL:NONVAL:FUN:1999:2949","Macrofungi",1999,"Fungi","Marasmiellus ornatissimus","Pronkruitertje","Zeldzaam","NT",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
2537612,"Marasmiellus perforans (Hoffm.) Antonín, Halling & Noordel.","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Gymnopus","Agaricomycetes",97,TRUE,"SYNONYM","Omphalotaceae","INBO:RL:NONVAL:FUN:1999:2950","Macrofungi",1999,"Fungi","Marasmiellus perforans","Sparrenstinktaailing","Met uitsterven bedreigd","CR",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
2537806,"Marasmiellus ramealis (Bull.) Singer","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Marasmiellus","Agaricomycetes",98,FALSE,"ACCEPTED","Omphalotaceae","INBO:RL:NONVAL:FUN:1999:2951","Macrofungi",1999,"Fungi","Marasmiellus ramealis","Takruitertje","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2523645,"Marasmiellus rosellus (M.M.Moser) Kuyper & Noordel.","SPECIES","Hymenochaetales","EXACT","Basidiomycota","Fungi","Contumyces","Agaricomycetes",98,TRUE,"SYNONYM","Rickenellaceae","INBO:RL:NONVAL:FUN:1999:2952","Macrofungi",1999,"Fungi","Marasmiellus rosellus","Roze ruitertje","Kwetsbaar","VU",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
9081235,"Marasmiellus vaillantii (Pers.) Singer","SPECIES","Agaricales","EXACT","Basidiomycota","Fungi","Marasmiellus","Agaricomycetes",98,FALSE,"ACCEPTED","Omphalotaceae","INBO:RL:NONVAL:FUN:1999:2953","Macrofungi",1999,"Fungi","Marasmiellus vaillantii","Halmruitertje","Momenteel niet bedreigd","LC",,"Regional","WalleynVerbeken_1999","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
