"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","taxonID","kingdom1","scientificName1","vernacularName","references","language","license","rightsHolder","datasetID","datasetName","threadStatus","occurrenceStatus"
2422253,"Rana Linnaeus, 1758","GENUS","Anura","HIGHERRANK","Chordata","Animalia","Rana","Amphibia",94,FALSE,"ACCEPTED","Ranidae","INBO:RL:NONVAL:AMP:1996:8","Animalia","Rana esculenta synklepton","Groene kikker","BauwensClaus_1996","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
2426805,"Rana temporaria Linnaeus, 1758","SPECIES","Anura","EXACT","Chordata","Animalia","Rana","Amphibia",98,FALSE,"ACCEPTED","Ranidae","INBO:RL:NONVAL:AMP:1996:9","Animalia","Rana temporaria","Bruine kikker","BauwensClaus_1996","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1314824,"Anergates atratulus (Schenck, 1852)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Anergates","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:31","Animalia","Anergates atratulus","Woekermier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (CR)","present"
1314946,"Formica cunicularia Latreille, 1798","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:33","Animalia","Formica cunicularia","Bruine renmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1314881,"Formica fusca Linnaeus, 1758","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:34","Animalia","Formica fusca","Grauwzwarte mier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
4504708,"Formica lusatica Seifert, 1997","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:35","Animalia","Formica lusatica","Duinrenmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Endangered (EN) uncertain rate","present"
1315169,"Formica polyctena Foerster, 1850","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:36","Animalia","Formica polyctena","Kale bosmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
1315144,"Formica pratensis Retzius, 1783","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:37","Animalia","Formica pratensis","Zwartrugbosmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
1315132,"Formica rufa Linnaeus, 1758","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:38","Animalia","Formica rufa","Behaarde bosmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
,,,,"NONE",,,,,100,FALSE,,,"INBO:RL:NONVAL:ANT:2013:39","Animalia","Formica rufa x polyctena","hybride van Formica rufa-complex","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Endangered (EN) uncertain rate","present"
1315117,"Formica rufibarbis Fabricius, 1793","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:40","Animalia","Formica rufibarbis","Rode baardmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
1315006,"Formica sanguinea Latreille, 1798","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:41","Animalia","Formica sanguinea","Bloedrode roofmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
6096906,"Formica transkaucasica Nassonov, 1889","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formica","Insecta",98,TRUE,"SYNONYM","Formicidae","INBO:RL:NONVAL:ANT:2013:42","Animalia","Formica transkaucasica","Veenmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (EN)","present"
1317464,"Formicoxenus nitidulus (Nylander, 1846)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Formicoxenus","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:43","Animalia","Formicoxenus nitidulus","Glanzende gastmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (CR)","present"
5035823,"Lasius brunneus (Latreille, 1798)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:46","Animalia","Lasius brunneus","Boommier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035813,"Lasius emarginatus (Olivier, 1792)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:47","Animalia","Lasius emarginatus","Muurmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035857,"Lasius flavus (Fabricius, 1782)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:48","Animalia","Lasius flavus","Gele weidemier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035850,"Lasius fuliginosus (Latreille, 1798)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:49","Animalia","Lasius fuliginosus","Glanzende houtmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035863,"Lasius jensi Seifert, 1982","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:50","Animalia","Lasius jensi","Puntschubmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Geographically Limited (NT)","present"
5035788,"Lasius meridionalis (Bondroit, 1920)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:51","Animalia","Lasius meridionalis","Veldmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
5035862,"Lasius mixtus (Nylander, 1846)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:52","Animalia","Lasius mixtus","Wintermier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035837,"Lasius myops Forel, 1894","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:53","Animalia","Lasius myops","Kleinoogweidemier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Endangered (EN) uncertain rate","present"
5035785,"Lasius niger (Linnaeus, 1758)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:55","Animalia","Lasius niger","Wegmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035793,"Lasius platythorax Seifert, 1991","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:56","Animalia","Lasius platythorax","Humusmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035767,"Lasius psammophilus Seifert, 1992","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:57","Animalia","Lasius psammophilus","Buntgrasmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
5035806,"Lasius sabularum (Bondroit, 1918)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:58","Animalia","Lasius sabularum","Breedschubmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
5035772,"Lasius umbratus (Nylander, 1846)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Lasius","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:59","Animalia","Lasius umbratus","Schaduwmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1323916,"Leptothorax acervorum (Fabricius, 1793)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:60","Animalia","Leptothorax acervorum","Behaarde slankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1323900,"Leptothorax affinis Mayr, 1855","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:61","Animalia","Leptothorax affinis","Boomslankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Geographically Limited (NT)","present"
1324105,"Leptothorax muscorum (Nylander, 1846)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:62","Animalia","Leptothorax muscorum","Mosslankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (EN)","present"
1323853,"Leptothorax nylanderi (Foerster, 1850)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Leptothorax","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:63","Animalia","Leptothorax nylanderi","Bosslankmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1315215,"Myrmecina graminicola (Latreille, 1802)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmecina","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:65","Animalia","Myrmecina graminicola","Oprolmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
4504403,"Myrmica lonae Finzi, 1926","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:66","Animalia","Myrmica lonae","	Lepelsteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (EN)","present"
4504400,"Myrmica microrubra Seifert, 1993","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:67","Animalia","Myrmica microrubra","Gaststeekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1318874,"Myrmica rubra (Linnaeus, 1758)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:68","Animalia","Myrmica rubra","Gewone steekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1318848,"Myrmica ruginodis Nylander, 1846","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:69","Animalia","Myrmica ruginodis","Bossteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1318789,"Myrmica rugulosa Nylander, 1849","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:70","Animalia","Myrmica rugulosa","Kleine steekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1318776,"Myrmica sabuleti Meinert, 1861","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:71","Animalia","Myrmica sabuleti","Zandsteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1318887,"Myrmica scabrinodis Nylander, 1846","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:72","Animalia","Myrmica scabrinodis","Moerassteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1318870,"Myrmica schencki Viereck, 1903","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:73","Animalia","Myrmica schencki","Kokersteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
5871110,"Myrmica specioides Bondroit, 1918","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:74","Animalia","Myrmica specioides","Duinsteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Vulnerable (VU)","present"
1318917,"Myrmica sulcinodis Nylander, 1846","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Myrmica","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:75","Animalia","Myrmica sulcinodis","Heidesteekmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (CR)","present"
1326343,"Polyergus rufescens (Latreille, 1798)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Polyergus","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:76","Animalia","Polyergus rufescens","Amazonemier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (CR)","present"
5035388,"Ponera coarctata (Latreille, 1802)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Ponera","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:77","Animalia","Ponera coarctata","Gewone staafmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (EN)","present"
5035204,"Solenopsis fugax (Latreille, 1798)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Solenopsis","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:78","Animalia","Solenopsis fugax","Diefmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (CR)","present"
1316675,"Stenamma debile (Foerster, 1850)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Stenamma","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:79","Animalia","Stenamma debile","Gewone drentelmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
1316667,"Stenamma westwoodii Westwood, 1839","SPECIES","Hymenoptera","FUZZY","Arthropoda","Animalia","Stenamma","Insecta",96,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:80","Animalia","Stenamma westwoodi","Engelse drentelmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Endangered (EN) uncertain rate","present"
1317691,"Strongylognathus testaceus (Schenck, 1852)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Strongylognathus","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:81","Animalia","Strongylognathus testaceus","Sabelmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (EN)","present"
1316828,"Tapinoma ambiguum Emery, 1925","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Tapinoma","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:82","Animalia","Tapinoma ambiguum","Heidedraaigatje","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (EN)","present"
1316800,"Tapinoma erraticum (Latreille, 1798)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Tapinoma","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:83","Animalia","Tapinoma erraticum","Mergeldraaigatje","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Critically Endangered (CR)","present"
1323381,"Tetramorium caespitum (Linnaeus, 1758)","SPECIES","Hymenoptera","EXACT","Arthropoda","Animalia","Tetramorium","Insecta",98,FALSE,"ACCEPTED","Formicidae","INBO:RL:NONVAL:ANT:2013:84","Animalia","Tetramorium caespitum","Zwarte zaadmier","Dekoninck_etal_2003","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Validated Red Lists Flanders Flanders, Belgium","Least Concern (LC)","present"
