"taxonID","redListCriteria","redListCriteriaEurope","criteria","occurrenceRemarks","biome","biotope1","cuddliness","lifespan","mobility","nutrient_level","spine","eventDate","source","locality","countryCode","locationID","threadStatus"
"INBO_RL_LIV_2017_VAL_34","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_35","VU",,"IUCN","D2","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_36","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_37","EN",,"IUCN","A2c","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_38","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_39","VU",,"IUCN","D2","Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_4","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_40","EN",,"IUCN","A2c","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_41","RE",,"IUCN",,"Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_42","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","PioneerVegetations","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_43","VU",,"IUCN","A2c","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_44","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_45","EN",,"IUCN","A2c;D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_46","EN",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_47","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_48","VU",,"IUCN","D2","Terrestrial","Grasslands","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_49","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_5","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_50","VU",,"IUCN","A2c","Terrestrial","Eurytopic","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_51","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_52","NE",,"IUCN",,"Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_LIV_2017_VAL_53","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_54","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_55","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_56","RE",,"IUCN",,"Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_57","RE",,"IUCN",,"Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_58","VU",,"IUCN","D2","Terrestrial","PioneerVegetations","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_59","VU",,"IUCN","D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_6","RE",,"IUCN",,"Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_60","LC",,"IUCN",,"Terrestrial","Urban","NonCuddly","Longlived","Mobile","Eutrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_61","LC",,"IUCN",,"Terrestrial","Agriculture","NonCuddly","Longlived","Mobile","Eutrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_62","RE",,"IUCN",,"Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_63","RE",,"IUCN",,"Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_64","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_65","VU",,"IUCN","D2","Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_66","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_67","VU",,"IUCN","D2","Terrestrial","Woodlands","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_68","RE",,"IUCN",,"Terrestrial","Dunes","NonCuddly","Shortlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_69","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_7","CR",,"IUCN","B2a(ii)b(iv);D2","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_70","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_71","VU",,"IUCN","A2c;D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_72","VU",,"IUCN","D2","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_73","VU",,"IUCN","D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_74","VU",,"IUCN",,"Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_75","VU",,"IUCN","D2","Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_76","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_77","VU",,"IUCN","A2c","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_78","EN",,"IUCN","A2c;D2","Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_79","VU",,"IUCN","D2","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_8","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_80","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_81","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_82","VU",,"IUCN","D2","Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_83","EN",,"IUCN","A2c;D2","Terrestrial","Heathlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_84","CR",,"IUCN","A2c;B2a(ii)b(iv);D2","Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_LIV_2017_VAL_85","LC",,"IUCN",,"Epiphytic","Woodlands","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_86","VU",,"IUCN","D2","Terrestrial","Urban","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_87","VU",,"IUCN","A2c","Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_88","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_89","VU",,"IUCN","D2","Epiphytic","Woodlands","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_9","RE",,"IUCN",,"Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_90","EN",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","Marshes","NonCuddly","Longlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_91","VU",,"IUCN","D2","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Oligotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_92","VU",,"IUCN","D2","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_93","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_94","EN",,"IUCN","A2c;B2a(ii)b(iv);D2","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_LIV_2017_VAL_95","LC",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_LIV_2017_VAL_96","RE",,"IUCN",,"Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_LIV_2017_VAL_97","VU",,"IUCN","D2","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_98","VU",,"IUCN","A2c","Aquatic","StandingWaters","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_LIV_2017_VAL_99","VU",,"IUCN","A2c","Terrestrial","PioneerVegetations","NonCuddly","Shortlived","Mobile","Mesotrophic","Plant",2017,"VanLanduytDeBeer_2017","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_MAM_2014_VAL_1","NE","NE","IUCN",,"SemiAquatic",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_10","RE","LC","IUCN",,"Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_MAM_2014_VAL_100","NE","NE","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_101","RE","DD","IUCN",,"Marine","Marine","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (EX)"
"INBO_RL_MAM_2014_VAL_102","NE","LC","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_103","LC","LC","IUCN",,"Terrestrial","Eurytopic","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_MAM_2014_VAL_11","LC","LC","IUCN",,"Terrestrial","Woodlands","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_MAM_2014_VAL_12","VU","LC","IUCN","B1a(i);D","SemiAquatic","Marshes","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_MAM_2014_VAL_13","NE","NE","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_14","VU","LC","IUCN","D","Terrestrial","Woodlands","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_MAM_2014_VAL_15","NE",,"IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_16","CR","LC","IUCN","A2c;B1a(i,ii)b(ii,iii);C1;D","Terrestrial","Agriculture","Cuddly","Shortlived","Sedentary","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_MAM_2014_VAL_17","EN","LC","IUCN","A2c;B1a(i)b(ii,iii)","Terrestrial","Shrubs","NonCuddly","Shortlived","Sedentary","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_MAM_2014_VAL_18","LC","LC","IUCN",,"Terrestrial","Shrubs","NonCuddly","Shortlived","Sedentary","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_MAM_2014_VAL_19","NE","LC","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_2","NT","LC","IUCN","B1a(ii)","Terrestrial","Woodlands","Cuddly","Shortlived","Sedentary","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_MAM_2014_VAL_20","NE","DD","IUCN",,"Marine",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_21","EN","NT","IUCN","B1a(i)b(ii,iii,iv);D1","Terrestrial","Woodlands","Cuddly","Shortlived","Sedentary","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_MAM_2014_VAL_22","VU","LC","IUCN","C1","Terrestrial","Shrubs","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_MAM_2014_VAL_23","LC","LC","IUCN",,"Terrestrial","Eurytopic","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_MAM_2014_VAL_24","NE","NE","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_25","CR","LC","IUCN","D","Terrestrial","Woodlands","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_MAM_2014_VAL_26","NE","LC","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_27","VU","LC","IUCN","D","Marine","Marine","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_MAM_2014_VAL_28","NE","LC","IUCN",,"Marine",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_29","NT","LC","IUCN","A2b;B1b(iv)","Terrestrial","Agriculture","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_MAM_2014_VAL_3","LC","LC","IUCN",,"Terrestrial","Shrubs","NonCuddly","Shortlived","Sedentary","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_MAM_2014_VAL_30","CR","NT","IUCN","B1a(i,ii)b(iii);C1;D","SemiAquatic","Marshes","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_MAM_2014_VAL_31","DD","LC","IUCN",,"Terrestrial","Woodlands","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Onvoldoende data"
"INBO_RL_MAM_2014_VAL_32","NE","NE","IUCN",,"Terrestrial",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
"INBO_RL_MAM_2014_VAL_33","LC","LC","IUCN",,"Terrestrial","Eurytopic","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_MAM_2014_VAL_34","CR","LC","IUCN","B1a(i,ii)b(iii);D","Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_MAM_2014_VAL_35","NE","LC","IUCN",,"Marine",,,,,,"Vertebrate",2014,"Maes_etal_2014","Flanders","BE","ISO_3166-2:BE-VLG","Niet ge<eb>valueerd"
