"taxonID","redListCriteria","redListCriteriaEurope","criteria","occurrenceRemarks","biome","biotope1","cuddliness","lifespan","mobility","nutrient_level","spine","eventDate","source","locality","countryCode","locationID","threadStatus"
"INBO_RL_BIR_2004_VAL_127","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_128","NT","NT","Regional",,"Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_129","LC","LC","Regional",,"Terrestrial","Eurytopic","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_13",,"NE","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Niet-inheemse broedvogel"
"INBO_RL_BIR_2004_VAL_130","LC","LC","Regional",,"SemiAquatic","RunningWaters","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_131","NT","LC","Regional",,"Terrestrial","Grasslands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_132","LC","LC","Regional",,"Terrestrial","Shrubs","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_133","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_134","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_135","LC","VU","Regional",,"Terrestrial","Grasslands","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_136","NT","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_137","CR","LC","Regional",,"Terrestrial","Dunes","Cuddly","Shortlived","Mobile","Oligotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_BIR_2004_VAL_138","EN","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_BIR_2004_VAL_139","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_14","NT","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_140","NT","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_141","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_142","LC","LC","Regional",,"Terrestrial","Eurytopic","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_143","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_144","LC","LC","Regional",,"Terrestrial","Eurytopic","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_145","VU","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_BIR_2004_VAL_146","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_147","NT","LC","Regional",,"Terrestrial","Urban","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_148","NT","LC","Regional",,"Terrestrial","Agriculture","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_149","VU","LC","Regional",,"Terrestrial","Agriculture","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_BIR_2004_VAL_15","LC","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_150","LC","LC","Regional",,"Terrestrial","Woodlands","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_151","LC","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_152",,"LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Niet-inheemse broedvogel"
"INBO_RL_BIR_2004_VAL_153","RE","LC","Regional",,"Terrestrial","Grasslands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Regionally Extinct (REX)"
"INBO_RL_BIR_2004_VAL_154","LC","LC","Regional",,"Terrestrial","Urban","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_155","VU","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_BIR_2004_VAL_156","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_157","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_158","LC","LC","Regional",,"Terrestrial","Shrubs","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_159","LC","LC","Regional",,"Terrestrial","Eurytopic","NonCuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_16","LC","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_160","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_161","NE","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_162","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_163","LC","LC","Regional",,"SemiAquatic","StandingWaters","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_164","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_165","LC","LC","Regional",,"SemiAquatic","StandingWaters","Cuddly","Longlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_166","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_167","EN","LC","Regional",,"Terrestrial","Marshes","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_BIR_2004_VAL_168","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_169","LC","LC","Regional",,"Terrestrial","Eurytopic","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_17","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
"INBO_RL_BIR_2004_VAL_170",,"NE","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Niet-inheemse broedvogel"
"INBO_RL_BIR_2004_VAL_171","EN","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Endangered (EN)"
"INBO_RL_BIR_2004_VAL_172","LC","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_173","VU","LC","Regional",,"Terrestrial","Grasslands","Cuddly","Longlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Vulnerable (VU)"
"INBO_RL_BIR_2004_VAL_174","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_175","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_176","NT","LC","Regional",,"SemiAquatic","Marshes","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_177","NT","LC","Regional",,"SemiAquatic","RunningWaters","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Near Threatened (NT)"
"INBO_RL_BIR_2004_VAL_178","CR","LC","Regional",,"Terrestrial","Grasslands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_BIR_2004_VAL_179","LC","LC","Regional",,"Terrestrial","Heathlands","Cuddly","Shortlived","Mobile","Oligotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_18","LC","LC","Regional",,"SemiAquatic","StandingWaters","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_180","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Mesotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_181","DD","LC","Regional",,"Terrestrial","Shrubs","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Data Deficient (DD)"
"INBO_RL_BIR_2004_VAL_182","LC","LC","Regional",,"Terrestrial","Woodlands","Cuddly","Shortlived","Mobile","Eutrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Least Concern (LC)"
"INBO_RL_BIR_2004_VAL_183","CR","LC","Regional",,"Terrestrial","Dunes","Cuddly","Longlived","Mobile","Oligotrophic","Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Critically Endangered (CR)"
"INBO_RL_BIR_2004_VAL_184","NE","LC","Regional",,,,,,,,"Vertebrate",2004,"Devos_etal_2004","Flanders","BE","ISO_3166-2:BE-VLG","Onregelmatige broedvogel"
