taxonID,occurrenceRemarks,eventDate,source,locality,occurrenceStatus,countryCode,locationID,threadStatus,establishmentMeans
INBO_RL_AMP_2013_VAL_8,,2013,Jooris_etal_2012,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_AMP_2013_VAL_9,"A2c;B2a(i,ii)b(ii,iii)c(iv);C1,C2a(i)",2013,Jooris_etal_2012,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_1,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_10,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_100,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_101,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_102,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_103,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_104,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_105,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_106,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_107,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_108,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_109,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_11,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_110,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_111,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_112,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_113,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_114,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_115,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_116,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_117,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_118,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_119,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_12,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_120,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_121,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Data Deficient (DD),native
INBO_RL_BIR_2004_VAL_122,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_123,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_124,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_125,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_126,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_127,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_128,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_129,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_13,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_130,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_131,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_132,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_133,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_134,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_135,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_136,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_137,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_138,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_139,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_14,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_140,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_141,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_142,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_143,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_144,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_145,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_146,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_147,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_148,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_149,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_15,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_150,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_151,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_152,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_153,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Regionally Extinct (REX),native
INBO_RL_BIR_2004_VAL_154,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_155,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_156,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_157,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_158,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_159,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_16,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_160,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_161,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_162,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_163,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_164,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_165,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_166,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_167,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_168,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_169,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_17,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_170,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_171,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_172,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_173,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_174,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_175,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_176,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_177,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_178,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_179,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_18,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_180,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_181,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Data Deficient (DD),native
INBO_RL_BIR_2004_VAL_182,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_183,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_184,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_185,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_186,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_187,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_188,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_189,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_19,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_190,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_191,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_192,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_193,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_194,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_195,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_196,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_197,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_198,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_199,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_2,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_20,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_200,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_201,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Regionally Extinct (REX),native
INBO_RL_BIR_2004_VAL_202,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_203,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_204,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_205,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_206,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_207,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_208,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_209,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_21,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_210,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Regionally Extinct (REX),native
INBO_RL_BIR_2004_VAL_211,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_22,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_23,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_24,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Regionally Extinct (REX),native
INBO_RL_BIR_2004_VAL_25,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_26,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_27,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_28,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_29,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_3,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_30,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_31,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_32,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_33,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_34,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_35,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_36,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_37,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_38,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_39,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_4,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_40,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_41,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_42,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_43,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native
INBO_RL_BIR_2004_VAL_44,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_45,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_46,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_47,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_48,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_49,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_5,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Endangered (EN),native
INBO_RL_BIR_2004_VAL_50,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_51,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_52,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_53,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_54,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
INBO_RL_BIR_2004_VAL_55,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_56,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_57,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Regionally Extinct (REX),native
INBO_RL_BIR_2004_VAL_58,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native
INBO_RL_BIR_2004_VAL_59,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_6,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_60,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_61,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native
INBO_RL_BIR_2004_VAL_62,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native
INBO_RL_BIR_2004_VAL_63,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native
INBO_RL_BIR_2004_VAL_64,,2004,Devos_etal_2004,Flanders,present,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native
