language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,vernacularName,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_5,Acrocephalus schoenobaenus,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,species,Rietzanger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_50,Certhia brachydactyla,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,species,Boomkruiper,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_51,Cettia cetti,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Cettia,species,Cetti’s zanger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_52,Charadrius alexandrinus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,species,Strandplevier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_53,Charadrius dubius,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,species,Kleine plevier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_54,Charadrius hiaticula,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,species,Bontbekplevier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_55,Chlidonias hybrida,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,species,Witwangstern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_56,Chlidonias leucopterus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,species,Witvleugelstern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_57,Chlidonias niger,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,species,Zwarte stern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_58,Chloephaga picta,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,species,Magelhaengans,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_59,Ciconia ciconia,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,species,Ooievaar,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_6,Acrocephalus scirpaceus,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,species,Kleine karekiet,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_60,Cinclus cinclus,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,species,Waterspreeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_61,Circus aeruginosus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,species,Bruine kiekendief,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_62,Circus cyaneus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,species,Blauwe kiekendief,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_63,Circus pygargus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,species,Grauwe kiekendief,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_64,Cisticola juncidis,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola,species,Graszanger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_65,Coccothraustes coccothraustes,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,species,Appelvink,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_66,Columba oenas,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,species,Holenduif,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_67,Columba palumbus,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,species,Houtduif,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_68,Corvus corax,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,species,Raaf ,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_69,Corvus corone,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,species,Zwarte kraai,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_7,Actitis hypoleucos,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,species,Oeverloper,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_70,Corvus frugilegus,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,species,Roek,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_71,Corvus monedula,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,species,Kauw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_72,Coturnix coturnix,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,species,Kwartel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_73,Crex crex,Animalia,Chordata,Aves,Gruiformes,Rallidae,Crex,species,Kwartelkoning,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_74,Cuculus canorus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,species,Koekoek,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_75,Cygnus atratus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,species,Zwarte zwaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_76,Cygnus cygnus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,species,Wilde zwaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_77,Cygnus olor,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,species,Knobbelzwaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_78,Delichon urbica,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,species,Huiszwaluw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_79,Dendrocopos major,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,species,Grote bonte specht,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_8,Aegithalos caudatus,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,species,Staartmees,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_80,Dendrocopos medius,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopus,species,Middelste bonte specht,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_81,Dendrocopos minor,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,species,Kleine bonte specht,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_82,Dryocopus martius,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,species,Zwarte specht,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_83,Egretta garzetta,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,species,Kleine zilverreiger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_84,Miliaria calandra,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,species,Grauwe gors,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_85,Emberiza cirlus,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,species,Cirlgors  ,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_86,Emberiza citrinella,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,species,Geelgors,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_87,Emberiza hortulana,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,species,Ortolaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_88,Emberiza schoeniclus,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,species,Rietgors,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_89,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,species,Roodborst,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_9,Aix galericulata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,species,Mandarijneend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_90,Falco peregrinus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,species,Slechtvalk,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_91,Falco subbuteo,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,species,Boomvalk,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_92,Falco tinnunculus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,species,Torenvalk,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_93,Ficedula hypoleuca,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,species,Bonte vliegenvanger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_94,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,species,Vink,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_95,Fringilla montifringilla,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,species,Keep,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_96,Fulica atra,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,species,Meerkoet,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_97,Galerida cristata,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,species,Kuifleeuwerik,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_98,Gallinago gallinago,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,species,Watersnip,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_99,Gallinula chloropus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,species,Waterhoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_1,Accipiter gentilis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,species,Havik,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_10,Aegithalos caudatus,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,species,Staartmees,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_100,Fringilla montifringilla,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,species,Keep,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_101,Fulica atra,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,species,Meerkoet,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_102,Galerida cristata,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,species,Kuifleeuwerik,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_103,Gallinago gallinago,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,species,Watersnip,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_104,Gallinula chloropus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,species,Waterhoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_105,Garrulus glandarius,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,species,Gaai,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_106,Haematopus ostralegus,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,species,Scholekster,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_107,Himantopus himantopus,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,species,Steltkluut,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_108,Hippolais icterina,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Hippolais,species,Spotvogel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_109,Hippolais polyglotta,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Hippolais,species,Orpheusspotvogel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_11,Aix galericulata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,species,Mandarijneend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_110,Hirundo rustica,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,species,Boerenzwaluw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_111,Ixobrychus minutus,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,species,Woudaap,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_112,Jynx torquilla,Animalia,Chordata,Aves,Piciformes,Picidae,Jynx,species,Draaihals,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_113,Lanius collurio,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,species,Grauwe klauwier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_114,Lanius excubitor,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,species,Klapekster,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_115,Lanius senator,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,species,Roodkopklauwier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_116,Larus argentatus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Zilvermeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_117,Larus canus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Stormmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_118,Larus fuscus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Kleine mantelmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_119,Larus marinus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Grote mantelmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_12,Aix sponsa,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,species,Carolina-eend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_120,Larus melanocephalus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Zwartkopmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_121,Larus michahellis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Geelpootmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_122,Larus minutus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Dwergmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_123,Larus ridibundus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,species,Kokmeeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_124,Limosa limosa,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,species,Grutto,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_125,Locustella luscinioides,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Locustella,species,Snor,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_126,Locustella naevia,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Locustella,species,Sprinkhaanzanger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_127,Loxia curvirostra,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,species,Kruisbek,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2016_VAL_128,Loxia pytyopsittacus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,species,Grote kruisbek,ICZN,accepted
