language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,vernacularName,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_23,Erinaceus europaeus,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,species,West-Europese egel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_24,Felis catus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,species,Huiskat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_25,Felis silvestris,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,species,Wilde kat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_26,Genetta genetta,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,species,Gewone genetkat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_27,Halichoerus grypus,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,species,Grijze zeehond,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_28,Lagenorhynchus albirostris,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,species,Witsnuitdolfijn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_29,Lepus europaeus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,species,Haas,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_3,Apodemus sylvaticus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,species,Bosmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_30,Lutra lutra,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,species,Europese otter,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_31,Lynx lynx,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,species,Euraziatische lynx,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_32,Macropus spec.,Animalia,Chordata,Mammalia,Perciformes,Osphronemidae,Macropus,species,Wallaby,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_33,Martes foina,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,species,Steenmarter,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_34,Martes martes,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,species,Boommarter,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_35,Megaptera novaeangliae,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,species,Bultrug,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_36,Meles meles,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,species,Das,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_37,Mephitis mephitis,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,species,Stinkdier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_38,Meriones unguiculatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,species,Mongoolse renmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_39,Micromys minutus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,species,Dwergmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_4,Arvicola amphibius/scherman,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,species,Woelrat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_40,Microtus agrestis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,species,Aardmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_41,Microtus arvalis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,species,Veldmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_42,Microtus subterraneus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,species,Ondergrondse woelmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_43,Muntiacus reevesi,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,species,Muntjak,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_44,Mus musculus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,species,Huismuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_45,Muscardinus avellanarius,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,species,Hazelmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_46,Mustela erminea,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,species,Hermelijn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_47,Mustela nivalis,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,species,Wezel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_48,Mustela putorius,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,species,Bunzing,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_49,Mustela putorius furo,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,species,Fret,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_5,Balaenoptera acutorostrata,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,species,Dwergvinvis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_50,Mustela vison,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,species,Amerikaanse nerts,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_51,Myocastor coypus,Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,species,Beverrat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_52,Myodes glareolus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,species,Rosse woelmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_53,Myotis bechsteinii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Bechsteins vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_54,Myotis brandtii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Brandt's vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_55,Myotis dasycneme,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Meervleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_56,Myotis daubentonii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Watervleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_57,Myotis daubentonii (W),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Watervleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_58,Myotis emarginatus (S),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Ingekorven vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_59,Myotis emarginatus (W),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Ingekorven vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_6,Balaenoptera physalus,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,species,Gewone vinvis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_60,Myotis myotis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Vale vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_61,Myotis mystacinus (S),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Baardvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_62,Myotis mystacinus (W),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Baardvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_63,Myotis nattereri (S),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Franjestaart,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_64,Myotis nattereri (W),Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,species,Franjestaart,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_65,Nasua nasua,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,species,Rode neusbeer,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_66,Neomys fodiens,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Neomys,species,Waterspitsmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_67,Nyctalus lasiopterus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,species,Grote rosse vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_68,Nyctalus leisleri,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,species,Bosvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_69,Nyctalus noctula,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,species,Rosse vleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_7,Barbastella barbastellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,species,Mopsvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_70,Nyctereutes procyonoides,Animalia,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,species,Wasbeerhond,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_71,Ondatra zibethicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,species,Muskusrat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_72,Oryctolagus cuniculus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,species,Konijn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_73,Ovis orientalis musimon,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,species,Moeflon,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_74,Phoca vitulina,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,species,Gewone zeehond,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_75,Phocoena phocoena,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,species,Bruinvis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_76,Physeter macrocephalus,Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,species,Potvis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_77,Pipistrellus kuhlii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,species,Kuhls dwergvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_78,Pipistrellus nathusii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,species,Ruige dwergvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_79,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,species,Gewone dwergvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_8,Callosciurus erythraeus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,species,Roodbuikeekhoorn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_80,Pipistrellus pygmaeus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,species,Kleine dwergvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_81,Plecotus auritus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,species,Gewone grootoorvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_82,Plecotus austriacus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,species,Grijze grootoorvleermuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_83,Procyon cancrivorus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,species,Krabbenetende wasbeer,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_84,Procyon lotor,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,species,Wasbeer,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_85,Pusa hispida,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,species,Ringelrob,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_86,Rattus norvegicus,Animalia,Chordata,Mammalia,Mammalia,Muridae,Rattus,species,Bruine rat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_87,Rattus rattus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,species,Zwarte rat,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_88,Rhinolophus ferrumequinum,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,species,Grote hoefijzerneus,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_89,Rhinolophus hipposideros,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,species,Kleine hoefijzerneus,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_9,Callosciurus prevostii,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,species,Prevosteekhoorn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_90,Sarcophilus harrisii,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,species,Tasmaanse duivel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_91,Sciurus carolinensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,species,Noord-Amerikaanse grijze eekhoorn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_92,Sciurus vulgaris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,species,Euraziatische rode eekhoorn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_93,Sorex araneus/coronatus,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,species,Gewone/Tweekleurige bosspitsmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_94,Sorex minutus,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,species,Dwergspitsmuis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_95,Stenella coeruleoalba,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,species,Gestreepte dolfijn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_96,Sus scrofa,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,species,Wild zwijn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_97,Sus scrofa vittatus,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,species,Vietnamees hangbuikzwijn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_98,Talpa europaea,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,species,Europese mol,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MAM_2014_VAL_99,Tamias sibiricus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,species,Aziatische grondeekhoorn,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MOS_2017_VAL_1,Abietinella abietina (Hedw.) M.Fleisch.,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Abietinella,species,Sparrenmos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_MOS_2017_VAL_10,Antitrichia curtipendula (Hedw.) Brid.,Plantae,Bryophyta,Bryopsida,Hypnales,Leucodontaceae,Antitrichia,species,Weerhaakmos,ICBN,accepted
