UniqueID;TaxonomicGroup;Kingdom;Phylum;Class;Order;Family;Genus;Species;SpeciesnameAsPublished;SpeciesnameUnique;SpeciesnameDutch;IUCNCriteria;RLCAsPublished;RLC;RLCEurope;Criteria;Validated;ApprovedByMinister;MostRecent;YearPublished;Biome;Biotope1;Biotope2;Cuddliness;Lifespan;Mobility;NutrientLevel;Spine;Reference
INBO_RL_AMP_1996_NONVAL_6;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Ichthyosaura;alpestris;Triturus alpestris;Ichthyosaura alpestris;Alpenwatersalamander;;Momenteel niet bedreigd;LC;LC;Regional;NonValidated;NotApprovedByMinister;No;1996.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;BauwensClaus_1996
INBO_RL_AMP_1996_NONVAL_7;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Lissotriton;helveticus;Triturus helveticus;Lissotriton helveticus;Vinpootsalamander;;Zeldzaam;NT;LC;Regional;NonValidated;NotApprovedByMinister;No;1996.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Oligotrophic;Vertebrate;BauwensClaus_1996
INBO_RL_AMP_1996_NONVAL_8;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Lissotriton;vulgaris;Triturus vulgaris;Lissotriton vulgaris;Kleine watersalamander;;Momenteel niet bedreigd;LC;LC;Regional;NonValidated;NotApprovedByMinister;No;1996.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;BauwensClaus_1996
INBO_RL_AMP_1996_NONVAL_9;Amphibians;Animalia;Chordata;Amphibia;Anura;Pelobatidae;Pelobates;fuscus;Pelobates fuscus;Pelobates fuscus;Knoflookpad;;Bedreigd;EN;LC;Regional;NonValidated;NotApprovedByMinister;No;1996.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;BauwensClaus_1996
INBO_RL_AMP_2013_VAL_1;Amphibians;Animalia;Chordata;Amphibia;Anura;Alytidae;Alytes;obstetricans;Alytes obstetricans;Alytes obstetricans;Vroedmeesterpad;B2a(i)b(iii)c(iv);C2a(i);Bedreigd;EN;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_10;Amphibians;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;kl. Esculentus;Pelophylax kl. esculentus;Pelophylax klepton esculentus;Bastaardkikker;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Eurytopic;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_11;Amphibians;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;lessonae;Pelophylax lessonae;Pelophylax lessonae;Poelkikker;A2c;B2a(i)b(ii,iii);Bijna in gevaar;NT;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Oligotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_12;Amphibians;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;ridibundus;Pelophylax ridibundus;Pelophylax ridibundus;Europese meerkikker;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_13;Amphibians;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;arvalis;Rana arvalis;Rana arvalis;Heikikker;B2a(i)b(iii);Kwetsbaar;VU;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Heathlands;;NonCuddly;Longlived;Sedentary;Oligotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_14;Amphibians;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;temporaria;Rana temporaria;Rana temporaria;Bruine kikker;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Eurytopic;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_15;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Salamandra;salamandra;Salamandra salamandra;Salamandra salamandra;Vuursalamander;B2a(i)b(iii);C2a(i);Kwetsbaar;VU;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Woodlands;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_16;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Triturus;cristatus;Triturus cristatus;Triturus cristatus;Kamsalamander;A2c;B2a(i)b(ii,iii);Kwetsbaar;VU;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_2;Amphibians;Animalia;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;variegata;Bombina variegata;Bombina variegata;Geelbuikvuurpad;;Regionaal uitgestorven;RE;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_3;Amphibians;Animalia;Chordata;Amphibia;Anura;Bufonidae;Bufo;bufo;Bufo bufo;Bufo bufo;Gewone pad;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Eurytopic;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_4;Amphibians;Animalia;Chordata;Amphibia;Anura;Bufonidae;Bufo;calamita;Bufo calamita;Bufo calamita;Rugstreeppad;B2a(i);C2a(i);Kwetsbaar;VU;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Heathlands;Dunes;NonCuddly;Longlived;Sedentary;Oligotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_5;Amphibians;Animalia;Chordata;Amphibia;Anura;Hylidae;Hyla;arborea;Hyla arborea;Hyla arborea;Boomkikker;B2a(i)b(iii)c(iv);C2a(i);Ernstig bedreigd;CR;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_6;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Ichthyosaura;alpestris;Ichthyosaura alpestris;Ichthyosaura alpestris;Alpenwatersalamander;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_7;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Lissotriton;helveticus;Lissotriton helveticus;Lissotriton helveticus;Vinpootsalamander;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Oligotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_8;Amphibians;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Lissotriton;vulgaris;Lissotriton vulgaris;Lissotriton vulgaris;Kleine watersalamander;;Momenteel niet in gevaar;LC;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Eutrophic;Vertebrate;Jooris_etal_2012
INBO_RL_AMP_2013_VAL_9;Amphibians;Animalia;Chordata;Amphibia;Anura;Pelobatidae;Pelobates;fuscus;Pelobates fuscus;Pelobates fuscus;Knoflookpad;A2c;B2a(i,ii)b(ii,iii)c(iv);C1,C2a(i);Ernstig bedreigd;CR;LC;IUCN;Validated;ApprovedByMinister;Yes;2013.00;Aquatic;Limnophilous;;NonCuddly;Longlived;Sedentary;Mesotrophic;Vertebrate;Jooris_etal_2012
INBO_RL_ANT_2013_NONVAL_1;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Anergates;atratulus;Anergates atratulus;Anergates atratulus;Woekermier;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_10;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;rufibarbis;Formica rufibarbis;Formica rufibarbis;Rode baardmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_11;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;sanguinea;Formica sanguinea;Formica sanguinea;Bloedrode roofmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_12;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;transkaucasica;Formica transkaucasica;Formica transkaucasica;Veenmier;;Sterk bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_13;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formicoxenus;nitidulus;Formicoxenus nitidulus;Formicoxenus nitidulus;Glanzende gastmier;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_14;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Hypoponera;schauinslandi;Hypoponera bondroiti;Hypoponera bondroiti;Ergatoïde staafmier;;Niet geëvalueerd;NE;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_15;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Hypoponera;punctatissima;Hypoponera punctatissima;Hypoponera punctatissima;Tropische staafmier;;Niet geëvalueerd;NE;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_16;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;brunneus;Lasius brunneus;Lasius brunneus;Boommier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_17;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;emarginatus;Lasius emarginatus;Lasius emarginatus;Muurmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_18;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;flavus;Lasius flavus;Lasius flavus;Gele weidemier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_19;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;fuliginosus;Lasius fuliginosus;Lasius fuliginosus;Glanzende houtmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_2;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Camponotus;vagus;Camponotus vagus;Camponotus vagus;Zwarte reuzenmier;;Niet geëvalueerd;NE;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_20;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;jensi;Lasius jensi;Lasius jensi;Puntschubmier;;Geografisch beperkt;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_21;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;meridionalis;Lasius meridionalis;Lasius meridionalis;Veldmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_22;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;mixtus;Lasius mixtus;Lasius mixtus;Wintermier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_23;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;myops;Lasius myops;Lasius myops;Kleinoogweidemier;;Bedreigd maar mate waarin ongekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_24;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;neglectus;Lasius neglectus;Lasius neglectus;Plaagmier;;Niet geëvalueerd;NE;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_25;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;niger;Lasius niger;Lasius niger;Wegmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_26;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;platythorax;Lasius platythorax;Lasius platythorax;Humusmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_27;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;psammophilus;Lasius psammophilus;Lasius psammophilus;Buntgrasmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_28;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;sabularum;Lasius sabularum;Lasius sabularum;Breedschubmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_29;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;umbratus;Lasius umbratus;Lasius umbratus;Schaduwmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_3;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;cunicularia;Formica cunicularia;Formica cunicularia;Bruine renmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_30;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Leptothorax;acervorum;Leptothorax acervorum;Leptothorax acervorum;Behaarde slankmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_31;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Leptothorax;affinis;Leptothorax affinis;Leptothorax affinis;Boomslankmier;;Geografisch beperkt;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_32;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Leptothorax;muscorum;Leptothorax muscorum;Leptothorax muscorum;Mosslankmier;;Sterk bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_33;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Leptothorax;nylanderi;Leptothorax nylanderi;Leptothorax nylanderi;Bosslankmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_34;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Monomorium;pharaonis;Monomorium pharaonis;Monomorium pharaonis;Faraomier;;Niet geëvalueerd;NE;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_35;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecina;graminicola;Myrmecina graminicola;Myrmecina graminicola;Oprolmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_36;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;lonae;Myrmica lonae;Myrmica lonae;	Lepelsteekmier;;Sterk bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_37;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;microrubra;Myrmica microrubra;Myrmica microrubra;Gaststeekmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_38;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;rubra;Myrmica rubra;Myrmica rubra;Gewone steekmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_39;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;ruginodis;Myrmica ruginodis;Myrmica ruginodis;Bossteekmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_4;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;fusca;Formica fusca;Formica fusca;Grauwzwarte mier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_40;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;rugulosa;Myrmica rugulosa;Myrmica rugulosa;Kleine steekmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_41;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;sabuleti;Myrmica sabuleti;Myrmica sabuleti;Zandsteekmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_42;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;scabrinodis;Myrmica scabrinodis;Myrmica scabrinodis;Moerassteekmier;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_43;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;schencki;Myrmica schencki;Myrmica schencki;Kokersteekmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_44;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;specioides;Myrmica specioides;Myrmica specioides;Duinsteekmier;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
INBO_RL_ANT_2013_NONVAL_45;Ants;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;sulcinodis;Myrmica sulcinodis;Myrmica sulcinodis;Heidesteekmier;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;2003.00;Terrestrial;;;NonCuddly;Shortlived;;;Invertebrate;Dekoninck_etal_2003
