UniqueID;TaxonomicGroup;Kingdom;Phylum;Class;Order;Family;Genus;Species;SpeciesnameAsPublished;SpeciesnameUnique;SpeciesnameDutch;IUCNCriteria;RLCAsPublished;RLC;RLCEurope;Criteria;Validated;ApprovedByMinister;MostRecent;YearPublished;Biome;Biotope1;Biotope2;Cuddliness;Lifespan;Mobility;NutrientLevel;Spine;Reference
INBO_RL_CAR_2008_VAL_266;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;melleti;Harpalus melleti;Harpalus melleti;Variabele halmklimmer;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_267;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;modestus;Harpalus modestus ;Harpalus modestus ;Vijfdoornkruiper;;Kwetsbaar  ;VU;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_268;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;neglectus;Harpalus neglectus ;Harpalus neglectus ;Korstmoskruiper;;Met uitsterven bedreigd;CR;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Dunes;;NonCuddly;Shortlived;Sedentary;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_269;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;nitidulus;Harpalus nitidulus;Harpalus nitidulus;;;Kwetsbaar  ;VU;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_27;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;muelleri;Agonum muelleri ;Agonum muelleri ;Grassnelloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_270;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;parallelus;Harpalus parallelus ;Harpalus parallelus ;Rechte halmklimmer;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_271;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;puncticeps;Harpalus puncticeps;Harpalus puncticeps;Slanke halmklimmer;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_272;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;puncticollis;Harpalus puncticollis;Harpalus puncticollis;Gerande halmklimmer;;Bedreigd  ;EN;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_273;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;quadripunctatus;Harpalus quadripunctatus;Harpalus quadripunctatus;Vierpuntkruiper;;Met uitsterven bedreigd;CR;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_274;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;rubripes;Harpalus rubripes ;Harpalus rubripes ;Blauwe kruiper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Shrubs;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_275;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;rufibarbis;Harpalus rufibarbis;Harpalus rufibarbis;Gewone halmklimmer;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Shrubs;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_276;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;rufipalpis;Harpalus rufipalpis ;Harpalus rufipalpis ;Roodtasterkruiper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_277;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;rufipes;Harpalus rufipes;Harpalus rufipes;Roodpoothalmkruiper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Agriculture;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_278;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;rupicola;Harpalus rupicola;Harpalus rupicola;Rotshalmklimmer;;Met uitsterven bedreigd;CR;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_279;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;sabulicola;Harpalus sabulicola;Harpalus sabulicola;Zandhalmklimmer;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_28;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;nigrum;Agonum nigrum ;Agonum nigrum ;Zwarte snelloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_280;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;serripes;Harpalus serripes ;Harpalus serripes ;Grote duinkruiper;;Bedreigd  ;EN;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Dunes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_281;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;servus;Harpalus servus ;Harpalus servus ;Brede duinkruiper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Dunes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_282;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;signaticornis;Harpalus signaticornis;Harpalus signaticornis;Kaalkopkruiper;;Bedreigd  ;EN;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Shrubs;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_283;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;smaragdinus;Harpalus smaragdinus ;Harpalus smaragdinus ;Smaragdkruiper;;Kwetsbaar  ;VU;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_284;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;solitaris;Harpalus solitaris ;Harpalus solitaris ;Heidekruiper;;Kwetsbaar  ;VU;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_285;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;stictus;Harpalus stictus;Harpalus stictus;Zwarthaarhalmklimmer;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_286;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;tardus;Harpalus tardus ;Harpalus tardus ;Zandkruiper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_287;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;vernalis;Harpalus vernalis;Harpalus vernalis;Dwergkruiper;;Bedreigd  ;EN;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_288;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Lebia;chlorocephala;Lebia chlorocephala ;Lebia chlorocephala ;Groene pronkloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_289;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Lebia;cruxminor;Lebia cruxminor ;Lebia cruxminor ;Kruispronkloper;;Met uitsterven bedreigd;CR;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_29;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;obscurum;Agonum obscurum;Agonum obscurum;Smalhalssnelloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_290;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Lebia;cyanocephala;Lebia cyanocephala ;Lebia cyanocephala ;Blauwe pronkloper;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_291;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Lebia;marginata;Lebia marginata ;Lebia marginata ;Geelrandpronkloper;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_292;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Leistus;ferrugineus;Leistus ferrugineus ;Leistus ferrugineus ;Roestbaardloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_293;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Leistus;fulvibarbis;Leistus fulvibarbis ;Leistus fulvibarbis ;Zwartblauwe baardloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_294;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Leistus;piceus;Leistus piceus ;Leistus piceus ;Ovale baardloper;;Met uitsterven bedreigd;CR;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Sedentary;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_295;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Leistus;rufomarginatus;Leistus rufomarginatus ;Leistus rufomarginatus ;Bosbaardloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_296;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Leistus;spinibarbis;Leistus spinibarbis ;Leistus spinibarbis ;Blauwe baardloper;;Kwetsbaar  ;VU;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_297;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Leistus;terminatus;Leistus terminatus ;Leistus terminatus ;Zwartkopbaardloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_298;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Licinus;depressus;Licinus depressus ;Licinus depressus ;Duinslakkenkraker;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Dunes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_299;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Licinus;punctatulus;Licinus punctatulus ;Licinus punctatulus ;Gepuncteerde slakkenkraker;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Shrubs;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_3;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Abax;ovalis;Abax ovalis ;Abax ovalis ;Ovale breedborst;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Sedentary;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_30;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;piceum;Agonum piceum ;Agonum piceum ;Bruine snelloper;;Bedreigd  ;EN;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_300;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Lionychus;quadrillum;Lionychus quadrillum ;Lionychus quadrillum ;Viervlekdwergloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Rheophilous;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_301;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Loricera;pilicornis;Loricera pilicornis ;Loricera pilicornis ;Borstelspriet;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_302;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Masoreus;wetterhali;Masoreus wetterhali;Masoreus wetterhali;Duinloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Dunes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_303;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Metabletus;foveatus;Metabletus foveatus;Metabletus foveatus;Bronzen dwergloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_304;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Metabletus;truncatellus;Metabletus truncatellus;Metabletus truncatellus;Zwarte dwergloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_305;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Microlestes;maurus;Microlestes maurus ;Microlestes maurus ;Kleinste dwergloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_306;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Microlestes;minutulus;Microlestes minutulus ;Microlestes minutulus ;Kleine dwergloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_307;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Molops;piceus;Molops piceus ;Molops piceus ;Pekbruine bosloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Sedentary;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_308;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Nebria;brevicollis;Nebria brevicollis ;Nebria brevicollis ;Gewone kortnek;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_309;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Nebria;livida;Nebria livida ;Nebria livida ;Geelrandkortnek;;Onvoldoende gekend ;DD;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_31;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;scitulum;Agonum scitulum ;Agonum scitulum ;Blauwzwarte snelloper;;Uitgestorven  ;RE;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_310;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Nebria;salina;Nebria salina ;Nebria salina ;Heidekortnek;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_311;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;aestuans;Notiophilus aestuans;Notiophilus aestuans;Slanke spiegelloopkever;;Bedreigd  ;EN;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_312;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;aquaticus;Notiophilus aquaticus ;Notiophilus aquaticus ;Donkere spiegelloopkever;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_313;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;biguttatus;Notiophilus biguttatus ;Notiophilus biguttatus ;Tweevlekspiegelloopkever;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_314;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;germinyi;Notiophilus germinyi ;Notiophilus germinyi ;Heidespiegelloopkever;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;Dunes;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_315;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;palustris;Notiophilus palustris ;Notiophilus palustris ;Moerasspiegelloopkever;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_316;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;quadripunctatus;Notiophilus quadripunctatus ;Notiophilus quadripunctatus ;Vierpuntspiegelloopkever;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Eurytopic;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_317;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;rufipes;Notiophilus rufipes ;Notiophilus rufipes ;Bosspiegelloopkever;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_318;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;substriatus;Notiophilus substriatus ;Notiophilus substriatus ;Oeverspiegelloopkever;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_319;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Odacantha;melanura;Odacantha melanura ;Odacantha melanura ;Bonte rietloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_32;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;sexpunctatum;Agonum sexpunctatum ;Agonum sexpunctatum ;Zespuntsnelloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_320;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Olisthopus;rotundatus;Olisthopus rotundatus ;Olisthopus rotundatus ;Bronzen heideloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Heathlands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_321;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Omophron;limbatum;Omophron limbatum ;Omophron limbatum ;Kogelloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_322;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Oodes;helopioides;Oodes helopioides ;Oodes helopioides ;Zwarte moerasloper;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_323;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Panagaeus;bipustulatus;Panagaeus bipustulatus ;Panagaeus bipustulatus ;Tweevleksmalkop;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Dunes;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_324;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Panagaeus;cruxmajor;Panagaeus cruxmajor ;Panagaeus cruxmajor ;Kruissmalkop;;Momenteel niet bedreigd;LC;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Marshes;;NonCuddly;Shortlived;Mobile;Eutrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_325;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Parophonus;maculicornis;Parophonus maculicornis ;Parophonus maculicornis ;Kalkgroefkop;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Grasslands;;NonCuddly;Shortlived;Mobile;Oligotrophic;Invertebrate;Desender_etal_2008
INBO_RL_CAR_2008_VAL_326;CarabidBeetles;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Patrobus;atrorufus;Patrobus atrorufus ;Patrobus atrorufus ;Donkere halsbandloper;;Zeldzaam  ;NT;;Regional;Validated;ApprovedByMinister;Yes;2008.00;Terrestrial;Woodlands;;NonCuddly;Shortlived;Sedentary;Eutrophic;Invertebrate;Desender_etal_2008
