"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","UniqueID","TaxonomicGroup","YearPublished","Kingdom","Phylum","Class","Order","Family","Genus","Species","scientificName1","vernacularName","RLCAsPublished","RLC","RLCEurope","Criteria","IUCNCriteria","Reference","Biome","Biotope1","Biotope2","Cuddliness","Lifespan","Mobility","NutrientLevel","Spine","license","rightsHolder","accessRights","datasetName","locationID","locality","countryCode","occurrencestatus","threadStatus"
2426654,"Pelophylax lessonae (Camerano, 1882)","SPECIES","Anura","EXACT","Chordata","Animalia","Pelophylax","Amphibia",98,FALSE,"ACCEPTED","Ranidae","INBO:RL:VAL:AMP:2013:25","Amphibians",2013,"Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","lessonae","Pelophylax lessonae","Poelkikker","Bijna in gevaar","NT","LC","IUCN","A2c;B2a(i)b(ii,iii)","Jooris_etal_2012","Aquatic","Limnophilous",,"Low","Longlived","Low","Oligotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
2426661,"Pelophylax ridibundus (Pallas, 1771)","SPECIES","Anura","EXACT","Chordata","Animalia","Pelophylax","Amphibia",98,FALSE,"ACCEPTED","Ranidae","INBO:RL:VAL:AMP:2013:26","Amphibians",2013,"Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","ridibundus","Pelophylax ridibundus","Europese meerkikker","Momenteel niet in gevaar","LC","LC","IUCN",,"Jooris_etal_2012","Aquatic","Limnophilous",,"Low","Longlived","Low","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2426789,"Rana arvalis Nilsson, 1842","SPECIES","Anura","EXACT","Chordata","Animalia","Rana","Amphibia",98,FALSE,"ACCEPTED","Ranidae","INBO:RL:VAL:AMP:2013:27","Amphibians",2013,"Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","arvalis","Rana arvalis","Heikikker","Kwetsbaar","VU","LC","IUCN","B2a(i)b(iii)","Jooris_etal_2012","Aquatic","Heathlands",,"Low","Longlived","Low","Oligotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2426805,"Rana temporaria Linnaeus, 1758","SPECIES","Anura","EXACT","Chordata","Animalia","Rana","Amphibia",98,FALSE,"ACCEPTED","Ranidae","INBO:RL:VAL:AMP:2013:28","Amphibians",2013,"Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","temporaria","Rana temporaria","Bruine kikker","Momenteel niet in gevaar","LC","LC","IUCN",,"Jooris_etal_2012","Aquatic","Eurytopic",,"Low","Longlived","Low","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2431776,"Salamandra salamandra (Linnaeus, 1758)","SPECIES","Caudata","EXACT","Chordata","Animalia","Salamandra","Amphibia",98,FALSE,"ACCEPTED","Salamandridae","INBO:RL:VAL:AMP:2013:29","Amphibians",2013,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","salamandra","Salamandra salamandra","Vuursalamander","Kwetsbaar","VU","LC","IUCN","B2a(i)b(iii);C2a(i)","Jooris_etal_2012","Aquatic","Woodlands",,"Low","Longlived","Low","Mesotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2431885,"Triturus cristatus (Laurenti, 1768)","SPECIES","Caudata","EXACT","Chordata","Animalia","Triturus","Amphibia",98,FALSE,"ACCEPTED","Salamandridae","INBO:RL:VAL:AMP:2013:30","Amphibians",2013,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","cristatus","Triturus cristatus","Kamsalamander","Kwetsbaar","VU","LC","IUCN","A2c;B2a(i)b(ii,iii)","Jooris_etal_2012","Aquatic","Limnophilous",,"Low","Longlived","Low","Mesotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2480589,"Accipiter gentilis (Linnaeus, 1758)","SPECIES","Accipitriformes","EXACT","Chordata","Animalia","Accipiter","Aves",98,FALSE,"ACCEPTED","Accipitridae","INBO:RL:VAL:BIR:2004:157","BreedingBirds",2004,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","gentilis","Accipiter gentilis","Havik","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","Terrestrial","Woodlands",,"Low","Longlived","High","Mesotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2480637,"Accipiter nisus (Linnaeus, 1758)","SPECIES","Accipitriformes","EXACT","Chordata","Animalia","Accipiter","Aves",98,FALSE,"ACCEPTED","Accipitridae","INBO:RL:VAL:BIR:2004:158","BreedingBirds",2004,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","nisus","Accipiter nisus","Sperwer","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","Terrestrial","Woodlands",,"Low","Longlived","High","Mesotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2493128,"Acrocephalus arundinaceus (Linnaeus, 1758)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Acrocephalus","Aves",98,FALSE,"ACCEPTED","Acrocephalidae","INBO:RL:VAL:BIR:2004:159","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","arundinaceus","Acrocephalus arundinaceus","Grote karekiet","Met uitsterven bedreigd","CR","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
2493136,"Acrocephalus palustris (Bechstein, 1798)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Acrocephalus","Aves",98,FALSE,"ACCEPTED","Acrocephalidae","INBO:RL:VAL:BIR:2004:160","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","palustris","Acrocephalus palustris","Bosrietzanger","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2493129,"Acrocephalus schoenobaenus (Linnaeus, 1758)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Acrocephalus","Aves",98,FALSE,"ACCEPTED","Acrocephalidae","INBO:RL:VAL:BIR:2004:161","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","schoenobaenus","Acrocephalus schoenobaenus","Rietzanger","Bedreigd","EN","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
2493118,"Acrocephalus scirpaceus (Hermann, 1804)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Acrocephalus","Aves",98,FALSE,"ACCEPTED","Acrocephalidae","INBO:RL:VAL:BIR:2004:162","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","scirpaceus","Acrocephalus scirpaceus","Kleine karekiet","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2495000,"Aegithalos caudatus (Linnaeus, 1758)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Aegithalos","Aves",97,FALSE,"DOUBTFUL","Aegithalidae","INBO:RL:VAL:BIR:2004:164","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Aegithalos","caudatus","Aegithalos caudatus","Staartmees","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","Terrestrial","Shrubs",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
8077224,"Alauda arvensis Linnaeus, 1758","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Alauda","Aves",98,FALSE,"ACCEPTED","Alaudidae","INBO:RL:VAL:BIR:2004:167","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Alaudidae","Alauda","arvensis","Alauda arvensis","Veldleeuwerik","Kwetsbaar","VU","LC","Regional",,"Devos_etal_2004","Terrestrial","Agriculture",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
2475532,"Alcedo atthis (Linnaeus, 1758)","SPECIES","Coraciiformes","EXACT","Chordata","Animalia","Alcedo","Aves",98,FALSE,"ACCEPTED","Alcedinidae","INBO:RL:VAL:BIR:2004:168","BreedingBirds",2004,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Alcedo","atthis","Alcedo atthis","IJsvogel","Momenteel niet bedreigd","LC","VU","Regional",,"Devos_etal_2004","SemiAquatic","Rheophilous",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2498112,"Anas acuta Linnaeus, 1758","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anas","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:170","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","acuta","Anas acuta","Pijlstaart","Zeldzaam","NT","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Mesotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
2498089,"Anas clypeata Linnaeus, 1758","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anas","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:171","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","clypeata","Anas clypeata","Slobeend","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
8214667,"Anas crecca Linnaeus, 1758","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anas","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:172","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","crecca","Anas crecca","Wintertaling","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2498132,"Anas platyrhynchos Linnaeus, 1758","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anas","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:174","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","platyrhynchos","Anas platyrhynchos","Wilde Eend","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Limnophilous",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2498083,"Anas querquedula Linnaeus, 1758","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anas","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:175","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","querquedula","Anas querquedula","Zomertaling","Bedreigd","EN","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
2498151,"Anas strepera Linnaeus, 1758","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anas","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:176","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","strepera","Anas strepera","Krakeend","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Limnophilous",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2498036,"Anser anser (Linnaeus, 1758)","SPECIES","Anseriformes","EXACT","Chordata","Animalia","Anser","Aves",98,FALSE,"ACCEPTED","Anatidae","INBO:RL:VAL:BIR:2004:178","BreedingBirds",2004,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","anser","Anser anser","Grauwe gans","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2490274,"Anthus campestris (Linnaeus, 1758)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Anthus","Aves",98,FALSE,"ACCEPTED","Motacillidae","INBO:RL:VAL:BIR:2004:180","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Prunellidae","Anthus","campestris","Anthus campestris","Duinpieper","Uitgestorven","RE","LC","Regional",,"Devos_etal_2004","Terrestrial","Dunes",,"High","Shortlived","High","Oligotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX)"
2490266,"Anthus pratensis (Linnaeus, 1758)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Anthus","Aves",98,FALSE,"ACCEPTED","Motacillidae","INBO:RL:VAL:BIR:2004:181","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Prunellidae","Anthus","pratensis","Anthus pratensis","Graspieper","Bedreigd","EN","NT","Regional",,"Devos_etal_2004","Terrestrial","Grasslands",,"High","Shortlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
2490246,"Anthus trivialis (Linnaeus, 1758)","SPECIES","Passeriformes","EXACT","Chordata","Animalia","Anthus","Aves",98,FALSE,"ACCEPTED","Motacillidae","INBO:RL:VAL:BIR:2004:182","BreedingBirds",2004,"Animalia","Chordata","Aves","Passeriformes","Prunellidae","Anthus","trivialis","Anthus trivialis","Boompieper","Bedreigd","EN","LC","Regional",,"Devos_etal_2004","Terrestrial","Heathlands",,"High","Shortlived","High","Oligotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
5228676,"Apus apus (Linnaeus, 1758)","SPECIES","Apodiformes","EXACT","Chordata","Animalia","Apus","Aves",98,FALSE,"ACCEPTED","Apodidae","INBO:RL:VAL:BIR:2004:183","BreedingBirds",2004,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus","apus","Apus apus","Gierzwaluw","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","Terrestrial","Anthropogenic",,"High","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
9480763,"Ardea cinerea Linnaeus, 1758","SPECIES","Pelecaniformes","EXACT","Chordata","Animalia","Ardea","Aves",98,FALSE,"ACCEPTED","Ardeidae","INBO:RL:VAL:BIR:2004:184","BreedingBirds",2004,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","cinerea","Ardea cinerea","Blauwe Reiger","Momenteel niet bedreigd","LC","LC","Regional",,"Devos_etal_2004","SemiAquatic","Marshes",,"High","Longlived","High","Eutrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
2497295,"Asio flammeus (Pontoppidan, 1763)","SPECIES","Strigiformes","EXACT","Chordata","Animalia","Asio","Aves",98,FALSE,"ACCEPTED","Strigidae","INBO:RL:VAL:BIR:2004:186","BreedingBirds",2004,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio","flammeus","Asio flammeus","Velduil","Zeldzaam","NT","LC","Regional",,"Devos_etal_2004","Terrestrial","Grasslands",,"High","Shortlived","High","Mesotrophic","Vertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
