"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","UniqueID","TaxonomicGroup","YearPublished","Kingdom","Phylum","Class","Order","Family","Genus","Species","scientificName1","vernacularName","RLCAsPublished","RLC","RLCEurope","Criteria","IUCNCriteria","Reference","Biome","Biotope1","Biotope2","Cuddliness","Lifespan","Mobility","NutrientLevel","Spine","license","rightsHolder","accessRights","datasetName","locationID","locality","countryCode","occurrencestatus","threadStatus"
4473866,"Leistus piceus Frölich, 1799","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Leistus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1384","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","piceus","Leistus piceus","Ovale baardloper","Met uitsterven bedreigd","CR",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","Low","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
4473930,"Leistus rufomarginatus (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Leistus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1385","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","rufomarginatus","Leistus rufomarginatus","Bosbaardloper","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4473903,"Leistus spinibarbis (Fabricius, 1775)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Leistus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1386","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","spinibarbis","Leistus spinibarbis","Blauwe baardloper","Kwetsbaar","VU",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
4473874,"Leistus terminatus (Panzer, 1793)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Leistus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1387","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","terminatus","Leistus terminatus","Zwartkopbaardloper","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Eurytopic",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
9414758,"Licinus depressus (Paykull, 1790)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Licinus","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1388","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Licinus","depressus","Licinus depressus","Duinslakkenkraker","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Dunes",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4475846,"Licinus punctatulus (Fabricius, 1792)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Licinus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1389","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Licinus","punctatulus","Licinus punctatulus","Gepuncteerde slakkenkraker","Uitgestorven","RE",,"Regional",,"Desender_etal_2008","Terrestrial","Shrubs",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX)"
4479927,"Lionychus quadrillum (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Lionychus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1390","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Lionychus","quadrillum","Lionychus quadrillum","Viervlekdwergloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Rheophilous",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
1035290,"Loricera pilicornis (Fabricius, 1775)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Loricera","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1391","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Loricera","pilicornis","Loricera pilicornis","Borstelspriet","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Eurytopic",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4471202,"Masoreus wetterhallii (Gyllenhal, 1813)","SPECIES","Coleoptera","FUZZY","Arthropoda","Animalia","Masoreus","Insecta",96,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1392","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Masoreus","wetterhali","Masoreus wetterhali","Duinloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Dunes",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
8142620,"Metabletus foveatus (Geoffroy, 1785)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Syntomus","Insecta",98,TRUE,"SYNONYM","Carabidae","INBO:RL:VAL:CAR:2008:1393","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Metabletus","foveatus","Metabletus foveatus","Bronzen dwergloper","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Heathlands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
8156346,"Metabletus truncatellus (Linnaeus, 1760)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Syntomus","Insecta",98,TRUE,"SYNONYM","Carabidae","INBO:RL:VAL:CAR:2008:1394","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Metabletus","truncatellus","Metabletus truncatellus","Zwarte dwergloper","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Grasslands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5873271,"Microlestes maurus (Sturm, 1827)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Microlestes","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1395","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Microlestes","maurus","Microlestes maurus","Kleinste dwergloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Grasslands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
6097852,"Microlestes minutulus (Goeze, 1777)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Microlestes","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1396","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Microlestes","minutulus","Microlestes minutulus","Kleine dwergloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Grasslands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5754640,"Molops piceus (Panzer, 1793)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Molops","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1397","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Molops","piceus","Molops piceus","Pekbruine bosloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","Low","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
1035578,"Nebria brevicollis (Fabricius, 1792)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Nebria","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1398","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Nebria","brevicollis","Nebria brevicollis","Gewone kortnek","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Eurytopic",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
8051076,"Nebria livida (Linnaeus, 1758)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Nebria","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1399","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Nebria","livida","Nebria livida","Geelrandkortnek","Onvoldoende gekend","DD",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
4473795,"Nebria salina Fairmaire & Laboulbène, 1854","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Nebria","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1400","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Nebria","salina","Nebria salina","Heidekortnek","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Heathlands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097898,"Notiophilus aestuans Dejean, 1826","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1401","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","aestuans","Notiophilus aestuans","Slanke spiegelloopkever","Bedreigd","EN",,"Regional",,"Desender_etal_2008","Terrestrial","Heathlands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
9346940,"Notiophilus aquaticus (Linnaeus, 1758)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1402","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","aquaticus","Notiophilus aquaticus","Donkere spiegelloopkever","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Heathlands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
9364935,"Notiophilus biguttatus (Fabricius, 1779)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1403","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","biguttatus","Notiophilus biguttatus","Tweevlekspiegelloopkever","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097896,"Notiophilus germinyi Fauvel, 1863","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1404","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","germinyi","Notiophilus germinyi","Heidespiegelloopkever","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Heathlands","Dunes","Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
8264200,"Notiophilus palustris (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1405","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","palustris","Notiophilus palustris","Moerasspiegelloopkever","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097897,"Notiophilus quadripunctatus Dejean, 1826","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1406","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","quadripunctatus","Notiophilus quadripunctatus","Vierpuntspiegelloopkever","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Eurytopic",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5023058,"Notiophilus rufipes Curtis, 1829","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1407","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","rufipes","Notiophilus rufipes","Bosspiegelloopkever","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5023047,"Notiophilus substriatus G.R.Waterhouse, 1833","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Notiophilus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1408","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus","substriatus","Notiophilus substriatus","Oeverspiegelloopkever","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4474974,"Odacantha melanura (Linnaeus, 1767)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Odacantha","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1409","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Odacantha","melanura","Odacantha melanura","Bonte rietloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4473974,"Olisthopus rotundatus (Paykull, 1790)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Olisthopus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1410","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Olisthopus","rotundatus","Olisthopus rotundatus","Bronzen heideloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Heathlands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4475934,"Omophron limbatum (Fabricius, 1777)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Omophron","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1411","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Omophron","limbatum","Omophron limbatum","Kogelloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5753653,"Oodes helopioides (Fabricius, 1792)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Oodes","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1412","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Oodes","helopioides","Oodes helopioides","Zwarte moerasloper","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4471235,"Panagaeus bipustulatus (Fabricius, 1775)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Panagaeus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1413","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Panagaeus","bipustulatus","Panagaeus bipustulatus","Tweevleksmalkop","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Dunes",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4471238,"Panagaeus cruxmajor (Linnaeus, 1758)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Panagaeus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1414","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Panagaeus","cruxmajor","Panagaeus cruxmajor","Kruissmalkop","Momenteel niet bedreigd","LC",,"Regional",,"Desender_etal_2008","Terrestrial","Marshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4475074,"Parophonus maculicornis (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Parophonus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1415","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Parophonus","maculicornis","Parophonus maculicornis","Kalkgroefkop","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Grasslands",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4475902,"Patrobus atrorufus (Stroem, 1768)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Patrobus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1416","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobus","atrorufus","Patrobus atrorufus","Donkere halsbandloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Woodlands",,"Low","Shortlived","Low","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
9620627,"Perigona nigriceps (Dejean, 1831)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Perigona","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1417","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Perigona","nigriceps","Perigona nigriceps","Compostloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","Anthropogenic",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5872219,"Perileptus areolatus (Creutzer, 1799)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Perileptus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1418","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Perileptus","areolatus","Perileptus areolatus","Behaarde grindloper","Met uitsterven bedreigd","CR",,"Regional",,"Desender_etal_2008","Terrestrial","Rheophilous",,"Low","Shortlived","High","Oligotrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
5756374,"Pogonus chalceus (Marsham, 1802)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Pogonus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1419","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pogonus","chalceus","Pogonus chalceus","Gewone zoutloper","Zeldzaam","NT",,"Regional",,"Desender_etal_2008","Terrestrial","SaltMarshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5716411,"Pogonus littoralis (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Pogonus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1420","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pogonus","littoralis","Pogonus littoralis","Strandzoutloper","Met uitsterven bedreigd","CR",,"Regional",,"Desender_etal_2008","Terrestrial","SaltMarshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
5756368,"Pogonus luridipennis (Germar, 1823)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Pogonus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:VAL:CAR:2008:1421","CarabidBeetles",2008,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pogonus","luridipennis","Pogonus luridipennis","Gele zoutloper","Met uitsterven bedreigd","CR",,"Regional",,"Desender_etal_2008","Terrestrial","SaltMarshes",,"Low","Shortlived","High","Eutrophic","Invertebrate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Validated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
