"TaxonomicGroup";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"Speciesname";"UniqueID";"SpeciesnameDutch";"RLCAsPublished";"RLC_IUCN";"RLCEurope";"Criteria";"YearPublished";"Reference"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Marasmius";"rotula";"Marasmius rotula";"Marasmius rotula";"INBO_RL_FUN_1999_NONVAL_317";"Wieltje";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Omphalotaceae";"Marasmius";"scorodonius";"Marasmius scorodonius";"Marasmius scorodonius";"INBO_RL_FUN_1999_NONVAL_318";"Kale knoflooktaailing";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Marasmius";"setosus";"Marasmius setosus";"Marasmius setosus";"INBO_RL_FUN_1999_NONVAL_319";"Tengere beukentaailing";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"erythropus";"Boletus erythropus";"Boletus erythropus";"INBO_RL_FUN_1999_NONVAL_32";"Gewone heksenboleet";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Marasmius";"torquescens";"Marasmius torquescens";"Marasmius torquescens";"INBO_RL_FUN_1999_NONVAL_320";"Behaarde roodsteeltaailing";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Marasmius";"undatus";"Marasmius undatus";"Marasmius undatus";"INBO_RL_FUN_1999_NONVAL_321";"";"Zeldzaam";"NT";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Marasmius";"wynnei";"Marasmius wynnei";"Marasmius wynnei";"INBO_RL_FUN_1999_NONVAL_322";"Beukentaailing";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Geoglossomycetes";"Geoglossales";"Geoglossaceae";"Microglossum";"viride";"Microglossum viride";"Microglossum viride";"INBO_RL_FUN_1999_NONVAL_323";"Groene aardtong";"Met uitsterven bedreigd";"CR";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Sclerotiniaceae";"Mitrula";"paludosa";"Mitrula paludosa";"Mitrula paludosa";"INBO_RL_FUN_1999_NONVAL_324";"Beekmijtertje";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Morchellaceae";"Morchella";"elata";"Morchella elata";"Morchella elata";"INBO_RL_FUN_1999_NONVAL_325";"Kegelmorielje";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Morchellaceae";"Morchella";"esculenta";"Morchella esculenta";"Morchella esculenta";"INBO_RL_FUN_1999_NONVAL_326";"Gewone morielje";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Morchellaceae";"Morchella";"semilibera";"Morchella semilibera";"Morchella semilibera";"INBO_RL_FUN_1999_NONVAL_327";"Kapjesmorielje";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Morchellaceae";"Morchella";"vaporaria";"Morchella vaporaria";"Morchella vaporaria";"INBO_RL_FUN_1999_NONVAL_328";"Tuinmorielje";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Phallales";"Phallaceae";"Mutinus";"caninus";"Mutinus caninus";"Mutinus caninus";"INBO_RL_FUN_1999_NONVAL_329";"Kleine stinkzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"fechtneri";"Boletus fechtneri";"Boletus fechtneri";"INBO_RL_FUN_1999_NONVAL_33";"";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Phallales";"Phallaceae";"Mutinus";"ravenelii";"Mutinus ravenelii";"Mutinus ravenelii";"INBO_RL_FUN_1999_NONVAL_330";"Roze stinkzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Mycenastrum";"corium";"Mycenastrum corium";"Mycenastrum corium";"INBO_RL_FUN_1999_NONVAL_331";"Lederster";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Mycocalia";"denudata";"Mycocalia denudata";"Mycocalia denudata";"INBO_RL_FUN_1999_NONVAL_332";"Dwergnestzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Neolentinus";"adhaerens";"Neolentinus adhaerens";"Neolentinus adhaerens";"INBO_RL_FUN_1999_NONVAL_333";"Harsige taaiplaat";"Zeldzaam";"NT";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Nidularia";"deformis";"Nidularia deformis";"Nidularia deformis";"INBO_RL_FUN_1999_NONVAL_334";"Eierzakje";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Otidea";"alutacea";"Otidea alutacea";"Otidea alutacea";"INBO_RL_FUN_1999_NONVAL_335";"Zeemkleurig hazenoor";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Otidea";"bufonia";"Otidea bufonia";"Otidea bufonia";"INBO_RL_FUN_1999_NONVAL_336";"Donker hazeoor";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Otidea";"cochleata";"Otidea cochleata";"Otidea cochleata";"INBO_RL_FUN_1999_NONVAL_337";"Gedrongen hazeoor";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Otidea";"leporina";"Otidea leporina";"Otidea leporina";"INBO_RL_FUN_1999_NONVAL_338";"Echt hazeoor";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Otidea";"onotica";"Otidea onotica";"Otidea onotica";"INBO_RL_FUN_1999_NONVAL_339";"Gewoon varkensoor";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"ferrugineus";"Boletus ferrugineus";"Boletus ferrugineus";"INBO_RL_FUN_1999_NONVAL_34";"Bruine fluweelboleet";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Tapinellaceae";"Paxillus";"atrotomentosus";"Paxillus atrotomentosus";"Paxillus atrotomentosus";"INBO_RL_FUN_1999_NONVAL_340";"Zwartvoetkrulzoom";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Paxillaceae";"Paxillus";"filamentosus";"Paxillus filamentosus";"Paxillus filamentosus";"INBO_RL_FUN_1999_NONVAL_341";"Elzekrulzoom";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Paxillaceae";"Paxillus";"involutus";"Paxillus involutus";"Paxillus involutus";"INBO_RL_FUN_1999_NONVAL_342";"Gewone krulzoom";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Tapinellaceae";"Paxillus";"panuoides";"Paxillus panuoides";"Paxillus panuoides";"INBO_RL_FUN_1999_NONVAL_343";"Ongesteelde krulzoom";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Phallales";"Phallaceae";"Phallus";"duplicatus";"Phallus duplicatus";"Phallus duplicatus";"INBO_RL_FUN_1999_NONVAL_344";"Gesluierde dame";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Phallales";"Phallaceae";"Phallus";"hadriani";"Phallus hadriani";"Phallus hadriani";"INBO_RL_FUN_1999_NONVAL_345";"Duinstinkzwam";"Waarschijnlijk bedreigd";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Phallales";"Phallaceae";"Phallus";"impudicus";"Phallus impudicus";"Phallus impudicus";"INBO_RL_FUN_1999_NONVAL_346";"Grote stinkzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Bankeraceae";"Phellodon";"confluens";"Phellodon confluens";"Phellodon confluens";"INBO_RL_FUN_1999_NONVAL_347";"Wollige stekelzwam";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Bankeraceae";"Phellodon";"melaleucus";"Phellodon melaleucus";"Phellodon melaleucus";"INBO_RL_FUN_1999_NONVAL_348";"Tengere stekelzwam";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Bankeraceae";"Phellodon";"niger";"Phellodon niger";"Phellodon niger";"INBO_RL_FUN_1999_NONVAL_349";"Blauwzwarte stekelzwam";"Met uitsterven bedreigd";"CR";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"fraternus ss. O.";"Boletus fraternus ss. O.";"Boletus fraternus ss. O.";"INBO_RL_FUN_1999_NONVAL_35";"Wijnrode boleet";"Waarschijnlijk bedreigd";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Bankeraceae";"Phellodon";"tomentosus";"Phellodon tomentosus";"Phellodon tomentosus";"INBO_RL_FUN_1999_NONVAL_350";"Dennenstekelzwam";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Phylloporus";"pelletieri";"Phylloporus pelletieri";"Phylloporus pelletieri";"INBO_RL_FUN_1999_NONVAL_351";"Goudplaatzwam";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Phyllotopsis";"nidulans";"Phyllotopsis nidulans";"Phyllotopsis nidulans";"INBO_RL_FUN_1999_NONVAL_352";"";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Sclerodermataceae";"Pisolithus";"arhizus";"Pisolithus arhizus";"Pisolithus arhizus";"INBO_RL_FUN_1999_NONVAL_353";"Verfstuifzwam";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Pleurotus";"cornucopiae";"Pleurotus cornucopiae";"Pleurotus cornucopiae";"INBO_RL_FUN_1999_NONVAL_354";"Trechteroesterzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Pleurotus";"dryinus";"Pleurotus dryinus";"Pleurotus dryinus";"INBO_RL_FUN_1999_NONVAL_355";"Schubbige oesterzwam";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Pleurotus";"ostreatus";"Pleurotus ostreatus";"Pleurotus ostreatus";"INBO_RL_FUN_1999_NONVAL_356";"Gewone oesterzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Pleurotus";"pulmonarius";"Pleurotus pulmonarius";"Pleurotus pulmonarius";"INBO_RL_FUN_1999_NONVAL_357";"Bleke oesterzwam";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Poronia";"erici";"Poronia erici";"Poronia erici";"INBO_RL_FUN_1999_NONVAL_358";"Kleine speldenprikzwam";"Zeldzaam";"NT";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Poronia";"punctata";"Poronia punctata";"Poronia punctata";"INBO_RL_FUN_1999_NONVAL_359";"Grote speldenprikzwam";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"impolitus";"Boletus impolitus";"Boletus impolitus";"INBO_RL_FUN_1999_NONVAL_36";"Goudporieboleet";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Cantharellaceae";"Pseudocraterellus";"undulatus";"Pseudocraterellus undulatus";"Pseudocraterellus undulatus";"INBO_RL_FUN_1999_NONVAL_360";"Kleine trompetzwam";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Pulveroboletus";"lignicola";"Pulveroboletus lignicola";"Pulveroboletus lignicola";"INBO_RL_FUN_1999_NONVAL_361";"Houtboleet";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Rhizinaceae";"Rhizina";"undulata";"Rhizina undulata";"Rhizina undulata";"INBO_RL_FUN_1999_NONVAL_362";"Oliebolzwam";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"acrifolia";"Russula acrifolia";"Russula acrifolia";"INBO_RL_FUN_1999_NONVAL_363";"Scherpe grauwhoedrussula";"Waarschijnlijk bedreigd";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"adusta";"Russula adusta";"Russula adusta";"INBO_RL_FUN_1999_NONVAL_364";"Rookrussula";"Met uitsterven bedreigd";"CR";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"aeruginea";"Russula aeruginea";"Russula aeruginea";"INBO_RL_FUN_1999_NONVAL_365";"Groene berkenrussula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"albonigra";"Russula albonigra";"Russula albonigra";"INBO_RL_FUN_1999_NONVAL_366";"Zwartwitte russula";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"alutacea";"Russula alutacea";"Russula alutacea";"INBO_RL_FUN_1999_NONVAL_367";"";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"amethystina";"Russula amethystina";"Russula amethystina";"INBO_RL_FUN_1999_NONVAL_368";"Amethistrussula";"Met uitsterven bedreigd";"CR";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"amoenicolor";"Russula amoenicolor";"Russula amoenicolor";"INBO_RL_FUN_1999_NONVAL_369";"Valse pastelrussula";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"junquilleus";"Boletus junquilleus";"Boletus junquilleus";"INBO_RL_FUN_1999_NONVAL_37";"Narcisboleet";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"amoenoides";"Russula amoenoides";"Russula amoenoides";"INBO_RL_FUN_1999_NONVAL_370";"Vissige fluweelrussula";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"amoenolens";"Russula amoenolens";"Russula amoenolens";"INBO_RL_FUN_1999_NONVAL_371";"Scherpe kamrussula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"anatina";"Russula anatina";"Russula anatina";"INBO_RL_FUN_1999_NONVAL_372";"Gazonrussula";"Zeldzaam";"NT";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"anthracina";"Russula anthracina";"Russula anthracina";"INBO_RL_FUN_1999_NONVAL_373";"Antracietrussula";"Waarschijnlijk bedreigd";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"aquosa";"Russula aquosa";"Russula aquosa";"INBO_RL_FUN_1999_NONVAL_374";"Waterige russula";"Waarschijnlijk bedreigd";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"atropurpurea";"Russula atropurpurea";"Russula atropurpurea";"INBO_RL_FUN_1999_NONVAL_375";"Zwartpurperen russula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"aurata";"Russula aurata";"Russula aurata";"INBO_RL_FUN_1999_NONVAL_376";"Goudgele russula";"Met uitsterven bedreigd";"CR";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"azurea";"Russula azurea";"Russula azurea";"INBO_RL_FUN_1999_NONVAL_377";"";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"badia";"Russula badia";"Russula badia";"INBO_RL_FUN_1999_NONVAL_378";"";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"barlae";"Russula barlae";"Russula barlae";"INBO_RL_FUN_1999_NONVAL_379";"";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"luridus";"Boletus luridus";"Boletus luridus";"INBO_RL_FUN_1999_NONVAL_38";"Netstelige heksenboleet";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"betularum";"Russula betularum";"Russula betularum";"INBO_RL_FUN_1999_NONVAL_380";"Roze berkenrussula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"brunneoalba";"Russula brunneoalba";"Russula brunneoalba";"INBO_RL_FUN_1999_NONVAL_381";"";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"brunneoviolacea";"Russula brunneoviolacea";"Russula brunneoviolacea";"INBO_RL_FUN_1999_NONVAL_382";"Gewolkte russula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"carpini";"Russula carpini";"Russula carpini";"INBO_RL_FUN_1999_NONVAL_383";"Haagbeukrussula";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"cessans";"Russula cessans";"Russula cessans";"INBO_RL_FUN_1999_NONVAL_384";"Duinbosrussula";"Bedreigd";"EN";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"chloroides";"Russula chloroides";"Russula chloroides";"INBO_RL_FUN_1999_NONVAL_385";"Smalplaatrussula";"Onvoldoende gekend";"DD";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"cicatricata";"Russula cicatricata";"Russula cicatricata";"INBO_RL_FUN_1999_NONVAL_386";"Vissige okerrussula";"Zeldzaam";"NT";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"clariana";"Russula clariana";"Russula clariana";"INBO_RL_FUN_1999_NONVAL_387";"Tweegeurrussula";"Zeldzaam";"NT";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"claroflava";"Russula claroflava";"Russula claroflava";"INBO_RL_FUN_1999_NONVAL_388";"Gele berkerussula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"coerulea";"Russula coerulea";"Russula coerulea";"INBO_RL_FUN_1999_NONVAL_389";"Papilrussula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Boletus";"parasiticus";"Boletus parasiticus";"Boletus parasiticus";"INBO_RL_FUN_1999_NONVAL_39";"Kostgangerboleet";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"cuprea";"Russula cuprea";"Russula cuprea";"INBO_RL_FUN_1999_NONVAL_390";"Donkere geelplaatrussula";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"curtipes";"Russula curtipes";"Russula curtipes";"INBO_RL_FUN_1999_NONVAL_391";"Kortsteelrussula";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"cutefracta";"Russula cutefracta";"Russula cutefracta";"INBO_RL_FUN_1999_NONVAL_392";"Craquelérussula";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"cyanoxantha";"Russula cyanoxantha";"Russula cyanoxantha";"INBO_RL_FUN_1999_NONVAL_393";"Regenboogrussula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"decipiens";"Russula decipiens";"Russula decipiens";"INBO_RL_FUN_1999_NONVAL_394";"Roze geelplaatrussula";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"decolorans";"Russula decolorans";"Russula decolorans";"INBO_RL_FUN_1999_NONVAL_395";"Grauwstelige russula";"Kwetsbaar";"VU";"";"Regional";1999.00;"WalleynVerbeken_1999"
"Macrofungi";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"delica";"Russula delica";"Russula delica";"INBO_RL_FUN_1999_NONVAL_396";"Witte russula";"Momenteel niet bedreigd";"LC";"";"Regional";1999.00;"WalleynVerbeken_1999"
